665,560,490,phc,phh,ec,caco3,p,n,k,elevation,lc1,lu1,stones,clay,sand,silt,oc
0.593901,0.758739,0.94512,7.6,7.93,18.91,413,23.9,1.9,486.3,1102,B11,U111,3,38.0,20.0,43.0,15.5
0.628543,0.781515,0.912017,7.2,7.54,17.52,544,8.2,3.9,281.5,1072,C23,U420,2,16.0,28.0,56.0,58.0
0.680489,0.936821,1.05448,7.6,7.94,18.94,209,15.0,1.5,423.5,1118,B31,U111,1,46.0,18.0,37.0,13.7
0.638819,0.790856,0.909115,7.2,7.36,28.8,309,16.5,6.0,602.3,1115,C23,U420,1,15.0,33.0,52.0,111.7
0.662779,0.821977,0.973169,7.5,7.84,13.78,99,5.5,3.0,922.6,1167,C10,U420,3,44.0,13.0,43.0,32.9
0.556426,0.686731,0.817819,7.3,7.74,16.13,495,5.4,2.4,224.8,1124,D10,U420,4,16.0,46.0,38.0,32.0
0.448617,0.576728,0.757988,4.3,5.0,3.21,0,5.6,1.1,53.0,319,C10,U120,2,20.0,22.0,58.0,7.8
0.513162,0.663152,0.808933,4.4,4.96,5.16,0,5.6,2.7,161.2,330,C10,U120,1,24.0,21.0,55.0,24.5
0.480984,0.626442,0.795171,4.7,5.13,4.06,0,26.5,1.1,23.9,278,B55,U111,1,16.0,51.0,33.0,10.6
0.459221,0.657424,0.84355,4.7,5.41,4.65,0,0.0,1.0,36.8,369,E10,U111,2,25.0,39.0,36.0,13.3
0.461896,0.606998,0.790469,4.7,4.99,14.91,0,15.7,1.7,122.8,444,B81,U111,1,24.0,23.0,52.0,14.3
0.49909,0.63321,0.794908,5.2,5.65,4.92,0,26.0,2.1,211.7,350,C10,U120,1,17.0,36.0,47.0,15.5
0.4201,0.54661,0.692098,4.6,5.13,7.09,0,10.0,3.2,129.8,351,C10,U120,2,30.0,23.0,46.0,27.3
0.528533,0.657167,0.799633,4.9,5.41,4.44,0,12.2,2.0,123.2,308,C10,U120,2,20.0,31.0,49.0,17.0
0.543218,0.667619,0.824118,5.7,6.02,6.27,0,29.5,1.8,156.2,355,E10,U111,1,10.0,48.0,42.0,16.0
0.535668,0.63394,0.758667,5.6,6.11,2.58,0,9.7,0.7,59.1,322,B81,U111,2,5.0,75.0,20.0,6.1
0.651517,0.779634,0.925995,5.9,6.14,6.37,0,29.0,2.3,144.3,315,E20,U410,3,17.0,34.0,49.0,20.3
0.574381,0.716426,0.835984,4.8,5.38,4.03,0,58.3,1.7,189.7,319,D10,U111,1,9.0,67.0,25.0,22.0
0.560764,0.6695,0.785959,4.6,5.23,4.03,0,54.6,1.8,245.0,499,E20,U319,1,8.0,66.0,27.0,18.4
0.495582,0.596716,0.673811,5.1,5.5,5.77,0,10.5,1.9,104.3,298,C10,U120,1,7.0,70.0,23.0,21.5
0.517982,0.634371,0.730149,4.5,4.8,16.49,0,9.7,1.3,95.6,252,C10,U120,1,6.0,77.0,17.0,12.6
0.910271,1.029786,1.093712,4.6,5.03,2.81,0,41.7,3.3,78.7,1305,C10,U420,2,5.0,74.0,21.0,45.6
0.534969,0.662707,0.819894,4.3,4.62,12.62,0,13.8,3.0,112.6,443,D20,U111,4,20.0,33.0,47.0,23.9
0.530207,0.647728,0.755973,4.2,4.3,37.5,0,19.8,2.1,63.5,292,B55,U111,3,9.0,63.0,28.0,20.2
0.487306,0.596007,0.757375,5.0,5.42,7.46,0,8.3,1.6,56.8,505,E20,U111,2,21.0,26.0,53.0,12.2
0.6753,0.814861,0.924685,4.5,5.08,3.72,0,9.7,2.1,54.2,562,B81,U410,1,8.0,64.0,28.0,23.5
0.605301,0.754277,0.881957,4.9,5.37,5.56,0,23.9,2.4,182.5,420,C10,U120,1,9.0,62.0,29.0,24.8
0.530995,0.663116,0.842019,5.3,5.76,5.17,0,7.7,1.1,142.8,358,B81,U111,1,12.0,29.0,58.0,8.0
0.501843,0.64778,0.809442,4.4,4.69,13.84,0,9.2,1.7,70.9,299,B55,U111,2,19.0,27.0,54.0,13.5
0.886758,0.975374,1.022566,3.5,3.95,15.99,0,12.0,4.4,112.2,1082,C22,U120,4,14.0,37.0,49.0,101.5
0.666494,0.827793,0.926397,4.3,4.69,3.3,0,0.0,3.8,33.2,1027,F40,U318,4,15.0,38.0,47.0,57.9
0.575121,0.748709,0.921045,4.2,4.59,4.3,0,0.0,1.5,64.0,1021,C22,U120,2,19.0,30.0,52.0,37.3
0.838815,0.994701,1.083109,4.1,4.48,4.41,0,0.0,3.6,49.6,1291,C22,U120,3,18.0,23.0,59.0,59.7
0.441602,0.559348,0.697103,5.1,5.63,3.88,0,0.0,1.0,53.5,1110,D10,U420,4,15.0,50.0,34.0,10.8
0.619474,0.793804,0.938015,3.8,3.93,11.85,0,0.0,2.3,41.9,1037,C22,U120,1,18.0,22.0,60.0,44.7
0.728729,0.863909,0.96057,3.8,4.15,4.41,0,8.1,2.6,56.8,1094,D20,U420,4,8.0,42.0,50.0,52.0
0.943617,1.021281,1.075415,4.1,4.34,4.74,0,0.0,3.7,55.2,1274,C22,U120,4,10.0,30.0,60.0,57.4
0.529177,0.665563,0.83884,4.4,4.78,10.98,0,9.4,2.4,109.4,1198,D20,U420,1,16.0,33.0,52.0,27.5
0.590957,0.735036,0.903258,4.9,5.04,44.4,0,28.6,2.8,354.7,1016,C10,U120,1,10.0,34.0,56.0,26.8
0.776933,0.936606,1.047629,4.0,4.38,7.13,0,0.0,4.0,71.5,1126,D20,U420,4,12.0,37.0,51.0,56.4
0.852449,0.985896,1.065296,3.6,4.09,8.04,0,22.8,5.3,91.2,1236,C22,U120,2,12.0,43.0,45.0,102.5
0.655494,0.810933,0.954915,4.3,4.75,17.85,0,13.8,2.8,80.2,1050,C10,U120,1,7.0,50.0,42.0,33.0
1.038494,1.136228,1.176274,4.1,4.24,63.2,0,27.5,9.9,95.2,1412,D20,U420,2,6.0,52.0,42.0,104.1
0.911949,1.037161,1.108855,4.2,4.55,31.1,0,32.2,6.2,128.3,1317,C10,U120,1,6.0,62.0,33.0,72.1
0.997119,1.12649,1.181041,4.1,4.29,22.4,0,21.8,4.8,83.2,1244,D20,U420,4,5.0,67.0,29.0,49.9
0.745452,0.883704,0.996361,5.4,5.64,72.8,0,72.2,4.0,1069.2,1248,E20,U111,2,8.0,64.0,28.0,40.7
0.870065,1.013553,1.088987,4.2,4.1,20.4,0,27.9,3.7,120.3,1028,F40,U112,1,10.0,53.0,37.0,60.3
0.944504,1.046081,1.089451,3.6,4.27,4.32,1,12.6,4.7,65.2,1062,D20,U111,2,10.0,40.0,50.0,83.4
0.973305,1.088097,1.139989,4.4,5.09,3.43,0,13.6,3.9,55.9,1194,E20,U420,2,5.0,66.0,29.0,51.4
0.889145,1.039564,1.111999,5.1,5.43,22.0,0,7.8,4.0,128.0,1116,C22,U120,1,9.0,49.0,42.0,49.1
0.819292,1.002059,1.073614,4.5,5.02,4.24,0,15.0,2.2,49.4,1163,D20,U420,3,6.0,63.0,31.0,36.9
0.781001,0.96109,1.077467,4.2,4.76,6.01,0,19.5,3.7,71.1,1088,C22,U120,4,12.0,44.0,44.0,65.9
0.753406,0.933686,1.078292,5.7,5.84,122.1,0,8.6,7.2,312.5,1029,C10,U120,1,23.0,27.0,50.0,97.3
1.160901,1.270689,1.291005,5.8,5.93,262.0,3,80.4,21.6,384.2,1059,D10,U111,1,7.0,45.0,49.0,406.1
0.574587,0.758692,0.927434,7.1,7.86,12.84,284,11.8,1.2,585.9,937,B11,U111,1,44.0,19.0,37.0,20.1
0.587567,0.828145,1.009987,7.4,7.95,18.04,363,8.7,2.6,419.9,930,B74,U111,1,27.0,33.0,40.0,26.5
0.550286,0.747597,0.915699,7.5,8.0,18.47,292,14.4,2.5,419.3,942,B74,U111,2,29.0,22.0,50.0,52.9
0.683066,0.921196,1.085556,7.4,7.9,15.04,520,0.0,2.9,360.1,800,C10,U120,2,22.0,39.0,39.0,28.2
0.540686,0.694175,0.852539,7.5,7.91,20.2,305,10.9,1.4,573.5,700,E30,U112,2,44.0,23.0,33.0,27.4
0.539792,0.783467,0.960954,7.6,8.07,14.64,276,0.0,1.2,330.3,938,E30,U111,3,32.0,29.0,39.0,22.6
0.608634,0.780864,0.940317,7.7,7.91,12.52,316,0.0,2.1,596.8,941,C10,U420,3,36.0,19.0,45.0,28.2
0.556225,0.717791,0.8671,7.7,8.18,15.12,251,0.0,1.0,478.0,740,E30,U112,2,49.0,16.0,35.0,28.1
0.63983,0.795898,0.949646,7.6,7.92,13.28,275,18.6,1.4,711.2,965,B31,U111,2,45.0,20.0,35.0,15.5
0.640224,0.837763,0.989977,6.8,6.97,8.91,1,8.3,1.6,261.5,942,B74,U111,4,15.0,57.0,28.0,16.4
0.686247,0.876661,1.011645,7.1,7.37,17.92,86,9.2,5.5,619.4,920,C33,U420,2,25.0,18.0,57.0,93.6
0.462409,0.631834,0.782052,7.4,7.97,19.04,783,38.4,1.4,158.4,890,B11,U111,1,19.0,53.0,28.0,12.9
0.646819,0.874846,1.046756,7.3,7.77,13.69,190,0.0,2.2,429.4,1040,C10,U420,3,27.0,37.0,36.0,18.0
0.528199,0.651535,0.761878,7.7,7.98,59.4,631,74.1,2.2,376.0,614,B43,U111,1,17.0,53.0,31.0,22.1
0.563509,0.776002,0.936011,7.6,8.12,18.09,404,28.9,0.9,335.0,675,B82,U111,2,23.0,52.0,26.0,6.7
0.597504,0.821038,0.980654,7.6,8.08,21.0,561,33.4,1.9,396.8,807,B13,U111,2,23.0,44.0,33.0,17.6
0.477446,0.654109,0.790606,7.3,7.72,31.7,706,0.0,2.0,103.0,912,C22,U420,2,15.0,47.0,38.0,35.8
0.67327,0.912239,1.0604,7.4,7.76,11.94,116,0.0,3.4,758.3,1005,C32,U420,3,41.0,13.0,46.0,26.8
0.60566,0.792537,0.941398,7.4,7.71,11.21,216,0.0,2.4,246.6,1086,C32,U120,2,21.0,25.0,53.0,81.1
0.731622,0.85818,0.941269,7.4,7.6,17.08,209,0.0,2.6,164.8,1169,C22,U120,2,13.0,44.0,43.0,117.2
0.653746,0.784945,0.89149,7.3,7.69,17.73,246,0.0,2.4,139.7,1,C22,U420,2,12.0,39.0,49.0,105.9
0.532876,0.739095,0.896177,7.4,7.81,17.39,329,7.5,3.1,173.5,967,D20,U420,2,21.0,27.0,53.0,58.2
0.687752,0.861913,0.994838,7.4,7.79,24.2,301,7.9,4.2,529.4,1133,C22,U120,2,21.0,29.0,50.0,77.4
0.724522,0.883553,1.03141,6.9,7.37,6.9,1,13.5,0.9,73.6,1254,B11,U111,2,23.0,60.0,17.0,9.8
0.637153,0.816135,0.964808,7.2,7.56,17.12,477,8.7,3.7,459.7,800,D20,U420,3,18.0,34.0,48.0,49.2
0.661797,0.823883,0.953206,7.6,7.98,19.28,165,0.0,2.7,518.1,1076,C22,U120,2,26.0,20.0,54.0,60.2
0.682759,0.870847,1.020075,7.5,7.84,22.0,375,10.1,3.1,561.2,1113,E20,U420,2,30.0,23.0,48.0,32.0
0.727319,0.940916,1.090806,7.3,7.75,14.15,274,7.9,2.8,426.9,1010,C22,U420,2,37.0,18.0,44.0,26.7
0.482089,0.630871,0.782334,7.5,7.95,17.57,623,11.9,0.9,258.4,942,B15,U111,2,23.0,46.0,31.0,21.1
0.611555,0.796495,0.950952,7.4,7.96,11.97,331,0.0,0.6,57.7,1008,C22,U120,2,7.0,78.0,14.0,83.0
0.778977,0.913709,1.00857,7.2,7.43,19.66,93,13.1,6.2,311.6,1230,C32,U120,2,16.0,23.0,61.0,137.7
0.511082,0.673462,0.831841,6.2,6.69,4.46,1,7.7,0.5,79.1,1062,E20,U111,1,8.0,75.0,17.0,3.7
0.472203,0.595739,0.709696,4.3,4.54,13.41,1,24.9,1.1,148.2,1480,E20,U111,1,11.0,66.0,23.0,9.0
0.59206,0.779746,0.932871,4.7,4.95,39.9,1,31.6,2.8,248.4,1116,C10,U120,1,13.0,48.0,39.0,23.6
0.557299,0.706769,0.852819,4.6,5.9,15.0,0,10.2,1.3,281.4,1088,C10,U120,1,8.0,61.0,31.0,11.3
0.501295,0.633916,0.817195,4.6,4.87,8.92,0,25.9,0.8,73.2,1111,B15,U111,2,9.0,33.0,58.0,5.3
0.574497,0.719997,0.85654,5.6,5.86,7.32,0,0.0,0.6,111.1,1084,E20,U111,1,8.0,72.0,20.0,4.8
0.585556,0.715513,0.851245,5.0,5.38,7.45,1,12.1,0.7,75.9,1110,E10,U111,1,9.0,65.0,27.0,5.1
0.561904,0.694199,0.846214,5.7,6.04,11.12,0,33.4,2.2,140.9,1114,E20,U111,1,13.0,44.0,44.0,19.8
0.508594,0.646683,0.796589,5.4,5.68,7.25,0,11.2,0.5,97.4,1163,C10,U120,1,3.0,88.0,10.0,3.8
0.583232,0.706286,0.828346,5.4,5.79,6.79,0,9.1,1.1,145.7,1047,E20,U111,1,10.0,63.0,27.0,9.4
0.532661,0.685249,0.862467,5.0,5.57,4.22,0,0.0,0.9,63.0,1200,E20,U111,2,9.0,66.0,25.0,7.5
0.618123,0.739599,0.872852,5.4,5.89,4.34,0,8.5,0.9,88.7,1037,E20,U111,1,4.0,79.0,17.0,8.0
0.453019,0.585095,0.718833,4.7,5.14,3.84,0,10.4,1.0,74.4,1147,C10,U120,1,8.0,66.0,26.0,9.6
0.578211,0.692699,0.804474,5.3,5.64,17.81,0,11.3,1.2,63.9,1008,E20,U111,1,8.0,67.0,26.0,9.9
0.484443,0.60367,0.751569,5.3,5.84,3.38,0,11.2,0.6,145.3,1242,E20,U111,1,4.0,81.0,15.0,4.2
0.527844,0.656478,0.808321,5.0,5.76,3.33,0,14.2,0.5,148.8,1061,E20,U111,1,5.0,79.0,16.0,3.3
0.531197,0.642904,0.770633,5.5,5.91,3.07,0,0.0,0.6,55.6,1053,E20,U111,1,5.0,77.0,18.0,4.3
0.606161,0.738135,0.867771,5.3,5.69,4.66,0,0.0,2.0,82.3,1147,D20,U420,1,6.0,66.0,28.0,17.6
0.639156,0.771404,0.90564,5.5,5.77,13.02,0,11.4,2.5,94.7,1107,E20,U111,1,11.0,56.0,34.0,21.9
0.558615,0.697086,0.831081,5.9,6.17,5.34,1,18.8,1.0,149.2,1066,E20,U111,1,6.0,75.0,19.0,9.8
0.496763,0.622974,0.753649,5.3,5.66,4.87,0,12.6,1.1,85.6,1050,E20,U111,1,10.0,67.0,23.0,10.1
0.514225,0.654177,0.802499,5.3,5.75,3.43,1,6.6,0.7,79.6,1364,E20,U111,1,6.0,76.0,18.0,6.9
0.563595,0.712953,0.891783,5.4,5.8,5.87,1,0.0,1.3,68.2,1073,B11,U111,1,6.0,61.0,33.0,9.8
0.499086,0.652859,0.800363,4.5,5.24,2.09,0,12.0,0.6,55.4,1051,C10,U120,1,6.0,78.0,15.0,4.6
0.519042,0.641537,0.78789,4.9,5.42,4.0,0,17.8,0.9,106.3,1048,E20,U111,1,6.0,73.0,20.0,7.0
0.679786,0.828466,0.941887,4.8,5.29,9.35,0,31.3,0.9,117.3,1038,E10,U111,1,14.0,40.0,46.0,7.2
0.620387,0.783028,0.926895,6.2,6.49,9.07,1,11.3,3.7,352.1,952,C10,U120,1,10.0,62.0,28.0,34.1
0.55724,0.6998,0.841702,4.5,4.71,35.2,0,8.6,2.1,121.4,1225,E20,U111,1,15.0,33.0,52.0,21.2
0.595586,0.727674,0.875651,5.4,5.84,6.37,0,0.0,1.2,79.4,1088,E10,U111,1,7.0,65.0,27.0,10.8
0.766586,0.901487,0.994128,4.5,4.86,20.6,0,17.6,3.0,71.5,1002,E20,U420,1,4.0,74.0,22.0,30.7
0.774803,0.908186,0.984775,4.1,4.25,31.4,0,21.4,3.8,71.3,1246,E20,U111,1,6.0,58.0,35.0,37.5
0.838434,0.989393,1.075729,3.9,4.25,13.65,1,66.2,4.7,61.0,1291,D20,U111,1,4.0,75.0,21.0,58.5
0.706285,0.839406,0.947739,4.1,4.01,37.3,1,50.6,4.4,61.9,1142,E10,U111,1,10.0,41.0,48.0,46.8
0.722671,0.855743,0.962132,5.4,5.82,7.36,0,24.2,3.1,186.1,1139,D20,U420,1,10.0,55.0,35.0,30.7
0.629973,0.799665,0.942366,4.9,5.5,6.41,0,22.9,2.3,227.4,1021,C10,U120,1,9.0,59.0,32.0,30.0
0.597146,0.73102,0.861041,4.2,4.68,9.57,0,39.1,2.5,127.9,1160,C10,U120,1,13.0,50.0,36.0,37.9
0.645119,0.749681,0.865022,7.3,7.69,13.58,33,0.0,2.1,600.6,87,B81,U111,2,43.0,18.0,39.0,14.9
0.431023,0.492241,0.550543,7.4,7.93,15.69,685,8.5,1.3,276.6,150,B31,U111,1,53.0,10.0,37.0,8.1
0.781475,0.926638,1.02237,5.3,5.73,7.1,1,0.0,3.4,384.0,462,C10,U120,1,20.0,43.0,37.0,40.7
0.579996,0.654185,0.777141,7.4,7.8,30.6,197,15.3,1.2,583.8,12,B18,U111,1,50.0,12.0,38.0,14.4
0.696694,0.794274,0.907941,7.6,7.88,32.8,56,18.4,1.7,672.1,2,B31,U111,1,53.0,6.0,41.0,15.1
0.748236,0.865697,0.989903,6.4,6.7,17.35,1,0.0,2.0,302.0,49,C10,U120,1,23.0,45.0,33.0,23.5
0.74318,0.870302,0.99315,6.6,6.67,133.8,0,8.8,1.1,199.2,-1,B19,U111,1,30.0,42.0,29.0,10.4
0.823765,0.938903,1.035318,7.6,8.01,30.8,68,7.3,1.4,593.1,146,B31,U111,1,56.0,9.0,35.0,13.8
0.77267,0.901873,0.996406,6.2,6.53,8.54,0,0.0,1.8,204.8,104,C10,U120,2,23.0,37.0,40.0,19.3
0.51468,0.635224,0.769152,5.4,6.04,2.99,0,17.5,0.7,97.0,1035,B82,U111,1,3.0,88.0,9.0,5.9
0.898256,1.031834,1.10765,4.9,5.19,57.5,1,119.6,4.7,200.3,1119,C22,U120,1,8.0,50.0,42.0,86.0
0.67444,0.813377,0.941624,5.7,6.03,9.17,0,23.3,1.6,228.7,1074,E20,U111,1,6.0,75.0,20.0,14.1
0.696936,0.854811,0.973948,4.4,4.69,19.35,0,7.8,2.0,89.3,1158,D10,U111,1,11.0,62.0,28.0,20.0
0.600163,0.731023,0.854625,4.7,5.07,20.2,1,6.9,1.6,55.1,1115,E20,U111,1,7.0,63.0,30.0,13.8
0.593333,0.715017,0.823256,4.8,4.96,35.8,0,9.7,2.0,51.6,1272,C10,U120,1,7.0,66.0,27.0,18.4
0.557734,0.729028,0.865061,4.4,4.66,16.65,0,12.7,2.2,129.8,1241,E20,U111,1,12.0,57.0,31.0,18.6
0.593411,0.726627,0.859164,4.4,4.53,16.74,0,18.6,1.0,98.0,1191,D10,U420,1,8.0,72.0,20.0,10.6
0.545364,0.696516,0.867766,5.3,5.8,4.52,0,0.0,0.8,98.3,997,C23,U420,2,14.0,48.0,38.0,7.7
0.72386,0.878152,0.989173,5.3,5.58,35.5,0,25.2,2.5,173.4,1218,C32,U420,2,9.0,59.0,32.0,43.6
0.608806,0.771579,0.915102,4.7,4.97,20.1,0,53.8,1.8,296.0,1245,E20,U111,1,10.0,61.0,29.0,15.6
0.919567,1.059323,1.132068,4.4,5.01,13.71,0,25.8,4.6,292.2,1495,D20,U111,1,6.0,68.0,25.0,48.2
0.643196,0.767518,0.860252,4.4,4.59,53.2,0,16.0,2.8,60.5,1287,E20,U111,1,6.0,61.0,32.0,26.3
0.616504,0.754681,0.903839,5.1,5.51,10.06,0,7.5,1.7,167.1,1312,D20,U111,1,8.0,65.0,27.0,17.4
0.491899,0.620213,0.743859,4.4,4.61,13.91,0,8.5,0.9,32.8,1176,D20,U111,2,8.0,69.0,23.0,7.9
0.58245,0.716536,0.845048,6.2,6.34,31.8,1,80.2,1.7,564.8,1094,E10,U370,2,9.0,66.0,26.0,14.0
0.575297,0.682528,0.821105,7.3,8.02,11.15,12,9.7,0.5,108.3,1169,E30,U410,1,12.0,65.0,24.0,3.8
0.581674,0.728581,0.876385,5.8,6.26,3.82,1,7.1,0.8,139.3,1202,C10,U120,1,5.0,79.0,15.0,6.5
0.635464,0.777536,0.903636,5.8,6.06,75.8,0,107.3,3.4,1457.2,1119,C10,U120,1,7.0,65.0,28.0,31.4
0.550896,0.697928,0.842401,5.0,5.49,4.72,0,12.6,1.3,162.2,1131,E10,U410,1,7.0,71.0,22.0,12.9
0.550558,0.708677,0.87879,5.2,5.78,4.09,0,0.0,0.8,111.2,1164,D10,U410,2,10.0,52.0,38.0,6.0
0.614392,0.753,0.888705,5.9,6.05,44.2,1,12.2,4.5,129.4,1137,E20,U111,1,26.0,6.0,68.0,39.5
0.556174,0.687859,0.816508,5.6,5.95,6.76,0,7.4,1.5,129.4,1232,E20,U111,1,6.0,70.0,24.0,13.3
0.525456,0.678315,0.800179,4.9,5.45,4.18,0,0.0,1.2,103.9,1257,E20,U111,1,9.0,72.0,19.0,10.4
0.687252,0.834201,0.937198,4.4,4.7,18.06,0,12.5,3.3,100.1,1488,E20,U111,1,13.0,41.0,46.0,33.0
0.627304,0.780108,0.914519,5.2,5.68,7.94,0,45.2,2.0,451.8,1202,E20,U111,1,10.0,66.0,25.0,19.8
0.66437,0.826513,0.956218,4.8,5.42,2.84,0,8.0,1.5,120.2,1217,D20,U111,1,7.0,76.0,17.0,14.4
0.598561,0.737046,0.864892,6.0,6.21,5.55,0,11.1,1.0,142.4,1169,C10,U420,1,10.0,68.0,22.0,11.1
0.671049,0.813206,0.956856,5.7,5.95,5.01,0,8.0,1.9,61.9,1178,C10,U120,2,4.0,74.0,21.0,21.4
0.568644,0.721523,0.882962,5.4,5.92,3.22,0,8.2,0.7,106.0,1202,D10,U111,1,4.0,83.0,14.0,5.6
0.555836,0.709519,0.863568,5.3,5.93,2.82,0,14.2,0.7,129.4,1222,D20,U111,1,5.0,81.0,15.0,6.0
0.537608,0.667997,0.812235,5.5,5.84,4.23,0,10.6,0.9,94.7,1252,D20,U111,1,3.0,83.0,14.0,7.4
0.545032,0.676108,0.787395,5.8,5.94,3.91,0,0.0,0.6,64.6,1141,C10,U120,2,6.0,80.0,14.0,6.4
0.839156,1.022399,1.123131,4.1,4.68,4.27,0,34.2,5.3,69.3,1444,E20,U420,2,8.0,51.0,41.0,57.3
0.549233,0.718213,0.874236,5.6,6.0,4.57,0,6.8,1.2,104.8,1238,C10,U120,2,8.0,70.0,22.0,12.0
0.692724,0.850279,0.975241,4.9,5.46,3.88,0,10.4,1.9,140.7,1347,D20,U111,1,6.0,74.0,20.0,19.1
0.613602,0.771969,0.905887,5.0,5.52,4.14,0,15.8,1.4,95.1,1273,D20,U111,1,6.0,77.0,18.0,14.2
0.565764,0.730198,0.870554,5.7,6.03,4.18,0,16.6,1.4,119.3,1176,C10,U120,1,8.0,70.0,22.0,13.4
0.508622,0.65058,0.792828,5.0,5.43,3.22,0,6.6,1.3,66.8,1156,C10,U120,1,15.0,51.0,34.0,12.3
0.717317,0.864758,0.972577,5.5,5.83,7.37,0,23.3,3.3,285.2,1175,C10,U120,1,8.0,62.0,30.0,31.4
0.462411,0.603045,0.776553,4.4,4.91,6.92,0,26.4,0.8,76.6,1161,F40,U112,2,17.0,31.0,52.0,5.1
0.598511,0.732082,0.866966,6.9,7.31,22.0,2,309.2,3.1,758.6,1284,E20,U111,1,16.0,40.0,44.0,26.0
0.574644,0.727758,0.872804,6.2,6.45,5.58,0,12.5,1.3,282.7,1099,C10,U120,1,9.0,67.0,24.0,11.4
0.517176,0.656774,0.799129,5.7,6.1,3.93,0,26.0,0.6,98.1,1208,B11,U111,1,7.0,80.0,13.0,4.5
0.537459,0.763876,0.957555,5.6,5.92,10.44,0,38.8,1.1,207.5,1134,F40,U112,1,18.0,34.0,48.0,7.9
0.521304,0.667291,0.821852,5.2,5.74,3.08,0,9.5,0.5,81.2,1101,D10,U111,1,5.0,81.0,15.0,4.9
0.492319,0.638583,0.777804,5.4,5.9,6.19,0,15.9,0.7,161.4,1080,E20,U420,1,10.0,71.0,19.0,5.8
0.663197,0.806119,0.939223,5.4,5.89,4.84,0,8.8,1.2,157.6,1097,C10,U420,1,9.0,59.0,32.0,14.2
0.381616,0.504475,0.647858,5.3,5.6,6.25,0,0.0,0.7,97.0,1429,C22,U120,3,21.0,30.0,49.0,8.4
0.58484,0.753231,0.898673,5.6,5.97,4.1,0,0.0,1.1,87.5,1064,D10,U420,1,8.0,76.0,17.0,12.6
0.543863,0.703566,0.871729,5.3,5.79,5.87,0,11.0,1.2,139.3,996,E30,U112,2,17.0,49.0,33.0,9.1
0.583552,0.753676,0.868433,7.1,7.6,34.4,107,18.0,1.3,352.5,749,B73,U410,2,19.0,45.0,36.0,17.3
0.563845,0.715047,0.879767,6.5,6.63,56.0,1,12.7,3.7,309.3,792,D20,U420,2,20.0,39.0,42.0,33.8
0.453969,0.600116,0.785496,5.2,5.5,11.81,0,16.9,0.8,78.7,873,B11,U111,4,18.0,58.0,24.0,5.1
0.471562,0.710683,0.903948,6.4,6.64,10.68,0,0.0,0.9,135.4,833,B74,U410,3,25.0,48.0,27.0,6.0
0.523157,0.679526,0.831857,6.6,6.71,35.5,1,79.4,1.7,415.4,680,B75,U111,3,18.0,44.0,38.0,14.2
0.561596,0.678318,0.825604,6.8,6.94,26.0,1,50.6,1.9,440.4,732,B72,U111,1,22.0,46.0,32.0,16.3
0.492818,0.56226,0.689649,7.7,8.32,11.44,85,8.2,0.6,49.6,511,B73,U111,2,14.0,63.0,24.0,2.4
0.570275,0.744048,0.857799,7.6,8.24,15.25,188,9.4,0.8,449.7,645,B74,U111,2,27.0,22.0,52.0,22.5
0.43663,0.657772,0.822392,7.5,7.79,34.0,585,32.3,1.8,158.5,1002,B13,U111,1,30.0,29.0,41.0,13.6
0.520462,0.657847,0.806605,7.5,7.9,19.89,108,12.4,1.7,192.8,1027,B13,U111,1,38.0,23.0,39.0,12.1
0.604181,0.716347,0.819563,5.4,5.68,26.9,1,35.6,2.1,107.0,1209,F40,U112,1,24.0,35.0,41.0,26.3
0.531032,0.665673,0.798553,4.3,4.62,12.62,0,26.4,1.2,76.4,1128,B11,U111,2,21.0,49.0,30.0,9.3
0.537185,0.659689,0.789481,4.2,4.39,19.76,0,46.0,2.1,141.0,1236,B14,U111,2,30.0,35.0,35.0,17.6
0.531747,0.650893,0.797275,7.2,7.88,16.56,481,12.1,1.6,315.6,999,B13,U111,2,36.0,20.0,44.0,12.3
0.3992,0.530427,0.676091,7.4,7.57,89.8,452,59.2,2.0,862.5,308,B43,U111,1,28.0,27.0,45.0,8.2
0.359188,0.425202,0.499483,7.8,8.29,18.53,534,10.6,0.8,198.2,499,F40,U112,1,41.0,18.0,41.0,3.9
0.477744,0.578484,0.689071,7.5,7.9,20.0,588,12.4,1.9,122.3,613,F40,U112,1,32.0,21.0,47.0,14.9
0.569344,0.721401,0.865122,7.6,7.97,16.93,145,11.3,1.6,161.4,771,B13,U111,1,27.0,33.0,39.0,12.8
0.545605,0.664047,0.779029,7.6,8.13,15.87,360,43.5,1.3,258.7,578,B82,U111,3,28.0,30.0,41.0,11.4
0.567536,0.696865,0.811311,7.4,7.63,26.4,290,56.1,2.8,463.3,608,B74,U111,3,18.0,39.0,42.0,33.7
0.450761,0.575047,0.721696,7.5,7.67,42.5,215,9.3,1.8,173.4,568,D20,U420,3,24.0,36.0,40.0,25.7
0.456029,0.588188,0.71948,6.4,6.54,21.3,1,0.0,1.1,83.6,942,C22,U120,4,14.0,64.0,22.0,18.4
0.576315,0.868373,1.049299,7.5,7.96,14.46,60,24.9,1.1,361.4,903,B13,U111,1,45.0,20.0,35.0,8.1
0.528559,0.838579,1.022778,7.4,7.71,26.1,81,16.0,1.0,378.2,985,B13,U111,1,34.0,36.0,30.0,7.0
0.57395,0.774672,0.952063,7.5,7.7,23.6,48,35.7,1.4,199.5,942,B13,U111,1,28.0,32.0,40.0,9.2
