665,560,490,point_id,coarse,clay,sand,silt,phc,phh,ec,caco3,p,n,k,elevation,lc1,lu1,stones,lon,lat,oc
0.727849,0.843057,0.951997,53083858,-9999.0,-9999.0,-9999.0,-9999.0,7.1,7.26,13.12,29,16.1,2.3,53.4,103,E20,U111,1,29.9,26.306213823,56.808099126
0.740137,0.857265,0.964451,53063898,-9999.0,-9999.0,-9999.0,-9999.0,7.1,7.59,17.6,5,13.6,1.9,63.0,136,F40,U112,1,20.9,26.42848422,57.160803143
0.674112,0.798531,0.878314,53023896,-9999.0,-9999.0,-9999.0,-9999.0,3.1,3.71,15.01,0,23.8,3.4,69.0,173,C23,U120,1,74.9,26.356248113,57.15154757
0.505728,0.653833,0.803779,52763848,-9999.0,-9999.0,-9999.0,-9999.0,4.6,5.2,3.15,0,8.7,0.9,77.5,172,E10,U111,1,8.3,25.757245846,56.78472351
0.674229,0.799659,0.914722,52823854,-9999.0,-9999.0,-9999.0,-9999.0,5.6,5.9,5.75,0,9.2,1.5,53.9,229,E20,U111,1,14.5,25.875456323,56.825304919
0.633901,0.743641,0.844324,53203896,-9999.0,-9999.0,-9999.0,-9999.0,5.2,5.62,4.43,0,11.1,1.2,62.6,140,E20,U111,1,11.8,26.646042683,57.114527023
0.845329,0.964365,1.054408,53183886,-9999.0,-9999.0,-9999.0,-9999.0,6.7,6.9,9.66,0,36.6,2.1,142.2,126,E20,U111,1,21.7,26.574624427,57.031592162
0.557374,0.676748,0.797311,52663864,-9999.0,-9999.0,-9999.0,-9999.0,5.9,6.37,5.04,0,11.4,1.8,67.8,178,E20,U111,1,18.7,25.656027183,56.944091277
0.622375,0.72574,0.79671,52583844,-9999.0,-9999.0,-9999.0,-9999.0,3.6,4.14,7.51,0,20.4,2.3,54.6,109,C31,U120,1,41.0,25.454693865,56.784756835
0.684246,0.805512,0.9237,52583848,-9999.0,-9999.0,-9999.0,-9999.0,6.9,7.05,9.92,5,15.5,1.6,141.5,122,B13,U111,1,18.4,25.46919115,56.819737138
0.770499,0.882462,0.978702,52603846,-9999.0,-9999.0,-9999.0,-9999.0,6.8,7.06,10.91,0,6.8,2.6,56.2,118,E30,U112,1,29.8,25.493955079,56.798390148
0.691986,0.833037,0.952197,52643850,-9999.0,-9999.0,-9999.0,-9999.0,5.5,5.83,9.08,0,12.0,2.1,99.1,165,C10,U120,1,22.5,25.572566074,56.825619745
0.798362,0.910657,0.990108,52943862,-9999.0,-9999.0,-9999.0,-9999.0,5.8,6.12,12.5,0,14.2,3.5,56.1,189,C10,U120,1,46.5,26.097533329,56.871233779
0.670395,0.795463,0.907796,52963864,-9999.0,-9999.0,-9999.0,-9999.0,4.8,5.27,3.99,0,15.5,1.7,41.4,206,E20,U111,1,17.4,26.137128589,56.884666244
0.644066,0.742613,0.857139,53263848,-9999.0,-9999.0,-9999.0,-9999.0,7.2,7.63,15.62,47,11.0,3.5,187.2,98,B13,U111,1,41.3,26.554772052,56.684147751
0.67572,0.809875,0.919208,53383842,-9999.0,-9999.0,-9999.0,-9999.0,6.6,6.82,12.22,0,23.6,1.8,95.1,105,B14,U111,1,17.6,26.722223264,56.607066461
0.835848,0.950814,1.031781,53403840,-9999.0,-9999.0,-9999.0,-9999.0,6.0,6.21,20.4,0,11.7,5.6,81.1,114,C33,U120,1,76.2,26.746177825,56.585496579
0.565636,0.68716,0.809903,53363818,-9999.0,-9999.0,-9999.0,-9999.0,5.1,5.48,10.98,0,19.3,1.9,162.7,108,B11,U111,1,19.8,26.59791516,56.402265186
0.619931,0.74899,0.889,53143846,-9999.0,-9999.0,-9999.0,-9999.0,7.2,7.66,15.81,31,28.7,1.3,107.9,112,B11,U111,1,13.8,26.356087142,56.691297337
0.59398,0.71362,0.819585,53223832,-9999.0,-9999.0,-9999.0,-9999.0,6.0,6.28,7.85,0,19.0,2.0,49.9,97,E20,U111,1,21.3,26.429825849,56.552969808
0.576391,0.706414,0.865637,53163808,-9999.0,-9999.0,-9999.0,-9999.0,7.2,7.63,13.51,16,11.0,1.6,174.7,95,E20,U111,1,14.5,26.244149611,56.355954684
0.543722,0.641586,0.725873,53063826,-9999.0,-9999.0,-9999.0,-9999.0,4.7,5.15,5.21,0,12.2,2.1,89.1,92,C10,U120,1,30.0,26.153282224,56.533088579
0.582899,0.735233,0.876724,51963912,-9999.0,-9999.0,-9999.0,-9999.0,6.7,7.25,20.6,1,28.6,0.8,60.2,50,E20,U370,1,5.6,24.695545437,57.496882579
0.625581,0.764746,0.882235,51923926,-9999.0,-9999.0,-9999.0,-9999.0,5.4,5.77,20.9,0,28.0,2.2,171.2,59,B11,U111,1,24.1,24.679655539,57.626994142
0.67172,0.781069,0.853942,51923930,-9999.0,-9999.0,-9999.0,-9999.0,4.7,5.17,6.28,0,23.7,2.9,66.9,66,C10,U120,1,38.9,24.69386191,57.662070846
0.846049,0.953044,1.009973,52923836,-9999.0,-9999.0,-9999.0,-9999.0,3.7,4.45,22.4,0,54.1,7.0,128.9,91,C31,U120,1,118.5,25.968082016,56.648330844
0.54734,0.675034,0.801436,52683890,-9999.0,-9999.0,-9999.0,-9999.0,4.7,5.12,7.64,0,15.5,1.7,54.6,177,E30,U420,1,17.1,25.784901512,57.167328471
0.752347,0.869609,0.971883,52503854,-9999.0,-9999.0,-9999.0,-9999.0,6.1,6.35,7.02,0,13.3,2.2,51.5,131,E20,U111,1,24.4,25.362648314,56.88758628
0.774479,0.882917,0.96012,52663882,-9999.0,-9999.0,-9999.0,-9999.0,5.4,5.73,13.35,0,31.5,3.6,56.6,206,E30,U120,1,42.1,25.72274014,57.101372037
1.00663,1.111397,1.164931,51023782,-9999.0,-9999.0,-9999.0,-9999.0,6.6,6.79,25.7,1,37.4,4.8,81.3,112,B13,U111,1,71.5,22.753803544,56.514274579
0.668325,0.78898,0.878619,51043770,-9999.0,-9999.0,-9999.0,-9999.0,5.3,5.71,9.59,0,15.0,2.2,71.1,81,C31,U120,1,32.2,22.750257726,56.405219791
0.657692,0.7955,0.93706,51063768,-9999.0,-9999.0,-9999.0,-9999.0,6.6,6.77,9.86,0,31.7,1.5,137.1,84,B11,U111,1,13.7,22.776250551,56.384392456
0.745136,0.8733,0.973634,50803766,-9999.0,-9999.0,-9999.0,-9999.0,6.4,6.65,6.07,0,30.0,1.8,74.0,66,E20,U370,1,17.9,22.355522786,56.407470965
0.575205,0.718644,0.880537,51023786,-9999.0,-9999.0,-9999.0,-9999.0,7.3,7.66,18.5,32,16.6,1.1,149.4,118,B11,U111,1,10.8,22.765674801,56.549565425
0.686248,0.777641,0.836759,50883804,-9999.0,-9999.0,-9999.0,-9999.0,5.4,5.9,7.59,0,8.1,1.8,64.5,98,C31,U120,1,33.0,22.594207874,56.730562165
0.618735,0.779286,0.931934,50983816,-9999.0,-9999.0,-9999.0,-9999.0,6.5,6.89,8.93,0,30.0,1.8,416.8,119,E20,U111,1,16.1,22.791050271,56.820612353
0.766552,0.88809,0.98223,51023818,-9999.0,-9999.0,-9999.0,-9999.0,5.7,5.95,8.79,0,7.5,2.6,55.8,95,C10,U120,1,26.6,22.86158656,56.831849393
0.585426,0.73433,0.874018,51943882,-9999.0,-9999.0,-9999.0,-9999.0,5.1,5.53,5.39,0,50.6,1.2,120.0,28,B11,U111,1,10.6,24.557929174,57.237411849
0.580673,0.751338,0.91666,50663796,-9999.0,-9999.0,-9999.0,-9999.0,7.0,7.31,8.87,13,42.5,1.0,160.2,75,B32,U111,1,10.6,22.216896031,56.69397531
0.533821,0.686675,0.838119,50703814,-9999.0,-9999.0,-9999.0,-9999.0,5.5,5.86,3.77,0,10.3,1.2,79.8,89,B11,U111,1,11.3,22.333237115,56.846877817
0.630845,0.73732,0.860824,50703800,-9999.0,-9999.0,-9999.0,-9999.0,7.0,7.3,15.11,5,50.9,1.9,353.6,72,B32,U111,1,19.5,22.292765555,56.723198471
0.67583,0.792589,0.907878,50763800,-9999.0,-9999.0,-9999.0,-9999.0,6.5,6.64,8.33,0,38.2,2.2,190.4,101,E20,U111,1,23.1,22.389360388,56.713954881
0.736722,0.862091,0.95891,50683780,-9999.0,-9999.0,-9999.0,-9999.0,5.4,5.62,33.0,0,24.3,3.6,86.9,81,C10,U120,1,43.2,22.203421131,56.549540127
0.78058,0.896964,0.984683,50303804,-9999.0,-9999.0,-9999.0,-9999.0,5.3,5.59,14.25,0,14.6,4.0,148.0,48,C10,U120,1,41.3,21.65865967,56.818393461
0.646713,0.793327,0.901285,50383804,-9999.0,-9999.0,-9999.0,-9999.0,5.9,6.2,10.46,0,60.7,1.5,111.2,71,B41,U111,1,18.0,21.787937651,56.806677425
0.541021,0.670351,0.807962,50643772,-9999.0,-9999.0,-9999.0,-9999.0,5.8,6.17,6.8,0,15.6,1.2,108.7,62,B11,U111,1,10.7,22.116709958,56.484905268
0.688499,0.810646,0.939732,50323762,-9999.0,-9999.0,-9999.0,-9999.0,6.7,6.86,15.43,3,21.5,2.6,204.8,55,E10,U420,2,26.4,21.576858566,56.443746328
0.622636,0.751935,0.880698,50903826,-9999.0,-9999.0,-9999.0,-9999.0,5.6,6.11,7.07,0,15.0,1.5,168.1,78,C10,U120,1,15.0,22.691860182,56.921574041
0.572663,0.70226,0.829401,50443810,-9999.0,-9999.0,-9999.0,-9999.0,4.2,4.59,12.6,0,16.1,1.8,84.1,107,C31,U120,2,19.8,21.901628926,56.850874301
0.812598,0.945827,1.031154,50243812,-9999.0,-9999.0,-9999.0,-9999.0,3.8,4.39,6.13,0,16.3,1.4,48.0,43,C33,U120,1,24.8,21.583459041,56.89791523
0.673904,0.78181,0.907949,50583782,-9999.0,-9999.0,-9999.0,-9999.0,6.8,7.06,12.06,1,58.2,2.9,349.3,58,B11,U111,1,29.2,22.048638554,56.582349124
0.786724,0.917428,1.017382,50203822,-9999.0,-9999.0,-9999.0,-9999.0,5.3,5.77,10.79,0,26.2,3.5,233.4,18,E20,U111,1,44.5,21.545895666,56.992223113
0.618642,0.760645,0.885986,50503770,-9999.0,-9999.0,-9999.0,-9999.0,4.9,5.22,25.7,0,17.2,1.7,105.4,131,B11,U111,1,14.9,21.886926889,56.488184469
0.673474,0.813381,0.929812,50523782,-9999.0,-9999.0,-9999.0,-9999.0,4.2,4.79,5.06,0,19.3,1.1,65.5,71,C32,U120,1,16.0,21.952301392,56.591335311
0.670415,0.810365,0.93433,50823826,-9999.0,-9999.0,-9999.0,-9999.0,5.6,5.83,8.42,0,29.3,1.7,85.6,75,E30,U420,1,16.2,22.562446595,56.934191556
0.751024,0.866572,0.969712,50303796,-9999.0,-9999.0,-9999.0,-9999.0,6.6,6.76,12.49,2,83.9,2.7,353.8,46,B13,U111,1,26.7,21.636775416,56.74758954
0.594886,0.708137,0.855914,50343778,-9999.0,-9999.0,-9999.0,-9999.0,7.2,7.72,16.94,53,15.4,1.3,119.9,101,B15,U111,1,11.9,21.65216017,56.582464956
0.727478,0.86031,0.971651,50463772,-9999.0,-9999.0,-9999.0,-9999.0,6.8,7.1,9.54,5,9.2,2.0,115.0,116,C10,U120,1,22.8,21.828339111,56.511793229
0.940067,1.097034,1.215798,50343760,-9999.0,-9999.0,-9999.0,-9999.0,6.1,6.35,16.92,0,27.3,13.3,109.1,49,E20,U111,1,167.9,21.603495293,56.423150948
0.596441,0.675851,0.758914,50043724,-9999.0,-9999.0,-9999.0,-9999.0,5.8,6.4,3.75,0,6.9,0.3,18.4,1,C22,U120,1,2.5,21.030840931,56.146608792
0.762607,0.906912,1.020967,50323756,-9999.0,-9999.0,-9999.0,-9999.0,6.1,6.33,7.88,0,56.3,1.8,121.2,58,B13,U111,2,17.8,21.560767973,56.390633593
0.576452,0.699645,0.831939,50683816,-9999.0,-9999.0,-9999.0,-9999.0,6.1,6.39,5.55,0,22.7,1.3,96.9,78,B11,U111,1,12.5,22.306721143,56.867623503
0.719912,0.841032,0.942079,50383750,-9999.0,-9999.0,-9999.0,-9999.0,6.0,6.24,11.23,7,62.0,2.2,167.6,26,E20,U111,1,20.5,21.640522705,56.328843595
0.541949,0.656904,0.778447,50263798,-9999.0,-9999.0,-9999.0,-9999.0,4.4,4.97,6.3,0,13.0,3.4,242.2,44,C31,U120,1,39.8,21.57765778,56.771091722
0.644802,0.7718,0.901478,50123782,-9999.0,-9999.0,-9999.0,-9999.0,6.0,6.23,6.26,0,15.8,1.5,154.2,31,B11,U111,2,13.9,21.308998214,56.649417022
0.556824,0.686595,0.814499,50743822,-9999.0,-9999.0,-9999.0,-9999.0,5.6,6.02,3.69,0,14.7,1.1,75.0,95,B13,U111,2,10.0,22.421222817,56.911355477
0.582643,0.715641,0.852996,50303814,-9999.0,-9999.0,-9999.0,-9999.0,5.6,5.97,5.88,0,9.7,1.3,97.6,74,B54,U111,1,12.0,21.686151288,56.906893111
0.629146,0.735759,0.856334,50523822,-9999.0,-9999.0,-9999.0,-9999.0,7.0,7.42,18.62,53,22.1,1.4,112.5,51,E20,U111,1,15.6,22.065029507,56.945006539
0.935051,1.119351,1.207582,50463826,-9999.0,-9999.0,-9999.0,-9999.0,3.1,4.12,21.5,0,77.4,12.7,278.6,51,E10,U120,1,371.2,21.979106942,56.989387183
0.746439,0.856506,0.946347,50943800,-9999.0,-9999.0,-9999.0,-9999.0,6.1,6.44,19.51,0,35.2,5.3,269.2,118,E20,U111,1,72.5,22.678881506,56.685795457
0.625077,0.750719,0.871791,50123764,-9999.0,-9999.0,-9999.0,-9999.0,6.9,7.24,12.77,7,15.9,2.1,84.0,29,E20,U111,1,21.6,21.261644384,56.489958546
0.832638,0.948888,1.048054,50023768,-9999.0,-9999.0,-9999.0,-9999.0,7.0,7.38,16.02,11,20.8,2.4,198.7,6,E20,U370,2,22.7,21.111524814,56.539366874
0.737263,0.873844,0.977085,50603794,-9999.0,-9999.0,-9999.0,-9999.0,6.7,7.11,8.62,17,8.1,1.7,59.1,33,E20,U111,1,19.2,22.114643144,56.685411941
0.616772,0.749218,0.875655,50143726,-9999.0,-9999.0,-9999.0,-9999.0,5.7,6.1,4.38,0,17.2,1.3,84.2,32,B15,U111,1,13.1,21.195001926,56.150478694
0.719581,0.858279,0.974845,50523804,-9999.0,-9999.0,-9999.0,-9999.0,6.8,7.02,12.26,14,18.5,1.2,63.6,33,E20,U111,2,12.3,22.013994345,56.785866986
0.898527,1.030758,1.087378,50523872,-9999.0,-9999.0,-9999.0,-9999.0,3.2,4.04,28.4,0,40.4,5.2,197.2,46,E10,U120,1,122.0,22.209498578,57.386952884
0.685345,0.825196,0.945778,51023840,-9999.0,-9999.0,-9999.0,-9999.0,5.3,5.62,32.7,0,61.2,1.9,302.3,60,E20,U370,1,17.1,22.928512088,57.025875241
0.85662,1.00119,1.087998,50703836,-9999.0,-9999.0,-9999.0,-9999.0,5.1,5.37,81.4,0,21.0,6.1,325.0,65,C10,U120,1,79.4,22.397470512,57.041204405
0.626101,0.757938,0.872692,50803852,-9999.0,-9999.0,-9999.0,-9999.0,4.8,5.79,9.0,0,19.4,1.8,65.7,145,C10,U120,1,17.4,22.607533804,57.166851983
0.715999,0.836843,0.945517,50803870,-9999.0,-9999.0,-9999.0,-9999.0,6.9,7.23,15.16,3,8.4,2.0,65.3,55,B11,U111,1,20.2,22.661814825,57.325726786
0.681905,0.809721,0.951091,50203858,-9999.0,-9999.0,-9999.0,-9999.0,6.4,6.72,10.63,0,13.4,2.1,86.2,9,B11,U111,1,18.7,21.645251373,57.310897252
0.790456,0.9077,1.004351,50163836,-9999.0,-9999.0,-9999.0,-9999.0,6.0,6.23,14.03,0,49.9,2.2,182.5,7,B14,U111,1,21.5,21.519114672,57.121939738
0.66872,0.822593,0.953858,51143826,-9999.0,-9999.0,-9999.0,-9999.0,6.2,6.49,7.54,0,17.5,1.7,220.3,81,B51,U111,1,15.7,23.079614285,56.882956052
0.872332,0.9927,1.050718,50483840,-9999.0,-9999.0,-9999.0,-9999.0,3.1,4.04,15.14,0,33.4,3.0,63.2,29,C33,U120,1,74.8,22.051486643,57.110168809
0.715358,0.854833,0.962864,51223828,-9999.0,-9999.0,-9999.0,-9999.0,5.9,6.13,16.42,0,9.4,2.6,61.2,54,C10,U120,1,25.9,23.214922068,56.887450451
0.711267,0.871453,1.003984,51223824,-9999.0,-9999.0,-9999.0,-9999.0,6.3,6.59,8.23,0,26.0,1.5,178.3,48,B32,U111,1,13.4,23.202486907,56.852206577
0.673245,0.802683,0.937359,51203818,-9999.0,-9999.0,-9999.0,-9999.0,7.1,7.56,16.07,24,29.9,1.6,170.3,59,B32,U111,1,15.8,23.151678661,56.802625202
0.766465,0.89226,1.008754,51143812,-9999.0,-9999.0,-9999.0,-9999.0,6.7,6.98,13.71,2,54.4,1.9,208.4,67,B32,U111,1,17.6,23.036658179,56.759546319
0.635049,0.760692,0.911196,51003826,-9999.0,-9999.0,-9999.0,-9999.0,6.8,7.09,7.42,0,11.5,2.0,170.7,87,B11,U111,1,17.5,22.85351369,56.905622641
0.577767,0.705404,0.81647,50983834,-9999.0,-9999.0,-9999.0,-9999.0,4.7,5.4,7.15,0,11.8,2.5,103.3,80,C31,U120,1,32.8,22.845427453,56.97939675
0.995945,1.195978,1.306904,50263838,-9999.0,-9999.0,-9999.0,-9999.0,5.5,5.96,114.6,0,34.8,19.4,161.6,28,C31,U120,1,244.2,21.687590859,57.125131285
0.778531,0.895924,0.986831,50223854,-9999.0,-9999.0,-9999.0,-9999.0,6.8,7.02,18.46,3,23.8,3.2,87.9,8,E20,U111,1,32.8,21.666831136,57.272576941
0.946622,1.053571,1.11393,50563866,-9999.0,-9999.0,-9999.0,-9999.0,6.4,6.73,26.3,0,40.6,2.2,120.0,37,E30,U370,1,32.5,22.257403145,57.327809844
0.773598,0.924909,1.037901,50963848,-9999.0,-9999.0,-9999.0,-9999.0,6.6,6.93,11.5,4,10.9,1.5,84.2,74,E20,U370,1,21.1,22.855611291,57.106096115
0.563329,0.665219,0.728603,50863842,-9999.0,-9999.0,-9999.0,-9999.0,3.8,4.32,5.61,0,12.5,1.2,56.2,80,C33,U120,1,22.8,22.675043519,57.069110974
0.678517,0.818115,0.948643,50643880,-9999.0,-9999.0,-9999.0,-9999.0,5.4,5.86,7.38,2,40.3,1.9,89.2,104,C21,U120,1,24.3,22.429920785,57.439128947
0.691379,0.812483,0.909816,50703872,-9999.0,-9999.0,-9999.0,-9999.0,6.8,7.18,15.85,53,15.7,1.6,86.8,61,E20,U111,1,18.8,22.504287051,57.359122634
0.656025,0.795598,0.929298,51043870,-9999.0,-9999.0,-9999.0,-9999.0,7.2,7.6,14.82,23,10.3,1.7,94.4,4,E20,U111,1,17.3,23.053729093,57.287137036
0.727452,0.858994,0.944988,50743876,-9999.0,-9999.0,-9999.0,-9999.0,5.1,5.56,16.19,0,14.3,2.8,78.9,55,C10,U120,1,38.3,22.581800666,57.388161128
0.525544,0.640167,0.717593,53083920,-9999.0,-9999.0,-9999.0,-9999.0,3.5,5.12,1.78,0,0.0,0.2,14.3,113,C22,U120,1,5.6,26.547139837,57.348344944
0.730877,0.842485,0.912339,53583912,-9999.0,-9999.0,-9999.0,-9999.0,4.8,5.08,41.7,0,24.1,3.8,77.9,118,C10,U120,1,46.7,27.321517364,57.173230407
0.697081,0.831634,0.950653,53263902,-9999.0,-9999.0,-9999.0,-9999.0,6.5,6.83,6.67,0,18.2,1.3,77.1,113,E30,U420,1,12.7,26.766339252,57.154260467
0.612429,0.794931,0.936558,53803894,-9999.0,-9999.0,-9999.0,-9999.0,6.2,6.54,6.19,0,26.0,1.3,121.2,115,E20,U111,1,12.9,27.599838002,56.969200543
0.726669,0.849878,0.953208,53763890,-9999.0,-9999.0,-9999.0,-9999.0,6.9,7.13,30.7,11,40.3,2.0,141.8,117,E30,U112,1,24.0,27.51941664,56.943244297
0.570933,0.734528,0.894709,53723904,-9999.0,-9999.0,-9999.0,-9999.0,7.3,7.85,7.34,37,10.5,0.6,139.4,126,B32,U111,1,9.7,27.513236219,57.073428077
0.684293,0.841637,0.954642,53763912,-9999.0,-9999.0,-9999.0,-9999.0,6.4,6.75,19.99,2,64.3,2.0,234.5,117,E20,U111,1,20.8,27.610608815,57.134074816
0.665997,0.802891,0.917787,53403940,-9999.0,-9999.0,-9999.0,-9999.0,5.5,5.87,8.51,0,48.5,1.8,104.0,184,E10,U111,1,17.7,27.146047026,57.455096041
0.732481,0.876593,0.992747,53783916,-9999.0,-9999.0,-9999.0,-9999.0,7.0,7.35,9.42,10,73.4,1.7,152.5,111,B11,U111,1,19.4,27.659421077,57.164368956
0.74007,0.862568,0.960009,53483934,-9999.0,-9999.0,-9999.0,-9999.0,5.4,5.81,8.54,0,13.4,1.3,37.7,134,C21,U120,2,20.9,27.250843199,57.385818544
0.670483,0.800426,0.894163,53383932,-9999.0,-9999.0,-9999.0,-9999.0,4.3,4.71,18.78,0,30.8,2.6,76.3,187,C10,U120,1,33.1,27.080888868,57.389844389
0.608486,0.737781,0.834061,53643926,-9999.0,-9999.0,-9999.0,-9999.0,4.6,5.05,10.86,0,21.2,2.6,103.5,146,C10,U120,1,27.8,27.475971976,57.281744171
0.638267,0.773417,0.886595,53303952,-9999.0,-9999.0,-9999.0,-9999.0,3.8,4.27,5.79,0,22.6,2.2,58.0,222,C10,U120,1,27.2,27.032970701,57.580703416
0.689593,0.814828,0.916084,53203942,-9999.0,-9999.0,-9999.0,-9999.0,4.1,4.6,14.62,0,20.4,1.5,72.8,127,C31,U120,1,22.5,26.829697964,57.514866073
0.545417,0.680974,0.804949,53803920,-9999.0,-9999.0,-9999.0,-9999.0,4.8,5.2,9.86,0,14.8,2.0,57.1,96,E20,U111,1,18.5,27.708317565,57.194643539
0.572798,0.715569,0.871443,53183944,-9999.0,-9999.0,-9999.0,-9999.0,6.9,7.18,18.82,12,10.2,0.7,42.8,124,C32,U120,1,8.8,26.805280121,57.536463384
0.758818,0.880455,0.951907,53523916,-9999.0,-9999.0,-9999.0,-9999.0,5.7,5.97,19.98,0,18.8,2.3,91.8,123,E20,U111,1,31.0,27.241398872,57.220884829
0.537867,0.656187,0.780074,53403912,-9999.0,-9999.0,-9999.0,-9999.0,4.3,4.84,6.1,0,9.9,1.1,45.5,124,C21,U120,1,16.1,27.031869791,57.211752233
0.530112,0.664583,0.782465,52783928,-9999.0,-9999.0,-9999.0,-9999.0,5.4,5.8,8.97,0,9.4,1.4,120.8,93,C31,U120,1,21.9,26.091580342,57.479172665
1.022678,1.1657,1.218426,52803916,-9999.0,-9999.0,-9999.0,-9999.0,2.9,3.77,13.44,0,76.3,5.9,282.3,145,C23,U120,1,190.3,26.077816408,57.370458067
0.626248,0.745029,0.854536,53723814,-9999.0,-9999.0,-9999.0,-9999.0,4.1,4.52,9.33,0,27.2,2.3,80.0,174,C10,U120,1,26.7,27.149730034,56.291982764
0.601902,0.730241,0.839878,53723818,-9999.0,-9999.0,-9999.0,-9999.0,5.1,5.48,10.07,0,37.2,1.7,75.5,154,E20,U111,1,18.1,27.165514648,56.326739181
0.509243,0.636568,0.774459,54303822,-9999.0,-9999.0,-9999.0,-9999.0,4.6,5.04,8.14,0,15.5,1.2,125.0,152,D20,U420,1,11.5,28.092145915,56.234479649
0.656166,0.788208,0.901718,54203844,-9999.0,-9999.0,-9999.0,-9999.0,5.4,5.88,7.86,0,37.7,1.7,164.5,128,B14,U111,1,17.6,28.02655893,56.447348174
0.567582,0.712465,0.846983,54123840,-9999.0,-9999.0,-9999.0,-9999.0,4.9,5.35,7.87,0,22.2,1.3,88.9,165,E30,U112,1,12.5,27.884026627,56.430544683
1.115119,1.24899,1.294435,53723840,-9999.0,-9999.0,-9999.0,-9999.0,6.2,6.46,58.2,3,54.3,13.6,304.9,143,B13,U111,1,265.4,27.252937143,56.517857534
0.632078,0.760164,0.873905,53923834,-9999.0,-9999.0,-9999.0,-9999.0,5.8,6.2,10.01,0,18.8,1.8,32.5,164,E20,U111,1,16.7,27.544474457,56.422534496
0.634014,0.816819,0.978138,53943778,-9999.0,-9999.0,-9999.0,-9999.0,5.9,6.03,10.43,7,7.8,1.8,142.4,169,E20,U111,1,16.3,27.352178546,55.932175273
0.608319,0.746162,0.871403,53943800,-9999.0,-9999.0,-9999.0,-9999.0,6.8,7.04,15.24,1,16.6,1.4,19.5,171,E20,U111,1,13.7,27.439309127,56.123159112
0.656979,0.80275,0.898705,53723804,-9999.0,-9999.0,-9999.0,-9999.0,3.5,4.02,5.97,0,39.2,0.7,104.9,163,E10,U120,1,15.9,27.110415735,56.205081521
0.751643,0.85917,0.936547,54143790,-9999.0,-9999.0,-9999.0,-9999.0,6.4,6.59,16.41,0,19.8,4.0,77.2,158,C10,U120,1,42.5,27.711500816,55.992800418
0.488953,0.649229,0.811392,53723796,-9999.0,-9999.0,-9999.0,-9999.0,7.9,8.51,13.26,106,6.7,0.7,171.9,158,E20,U111,1,12.6,27.079114892,56.135550073
0.53775,0.692494,0.855787,53983768,-9999.0,-9999.0,-9999.0,-9999.0,6.3,6.49,7.68,0,9.0,1.7,155.8,107,E20,U111,1,15.3,27.375063603,55.83673753
0.673476,0.806318,0.930714,54003836,-9999.0,-9999.0,-9999.0,-9999.0,7.1,7.19,18.98,9,26.6,2.0,54.2,158,E30,U420,1,20.8,27.678639553,56.42237894
0.862365,0.956844,1.027452,53503820,-9999.0,-9999.0,-9999.0,-9999.0,6.4,6.51,11.8,1,27.2,3.1,24.5,129,E10,U420,1,39.2,26.826652886,56.390590369
0.532963,0.700607,0.870721,53643818,-9999.0,-9999.0,-9999.0,-9999.0,6.6,6.86,5.41,0,0.0,0.6,50.8,149,B15,U111,1,5.3,27.039559584,56.343737289
0.650475,0.780985,0.898214,53923878,-9999.0,-9999.0,-9999.0,-9999.0,6.9,7.1,10.17,3,20.5,2.5,112.7,96,B11,U111,1,26.6,27.724797819,56.804100709
0.585319,0.710505,0.846749,53563828,-9999.0,-9999.0,-9999.0,-9999.0,6.6,7.23,7.66,1,29.2,1.3,126.1,126,B15,U111,1,12.7,26.952585983,56.447580824
0.775527,0.894216,0.99743,53623848,-9999.0,-9999.0,-9999.0,-9999.0,6.4,6.63,5.43,0,7.5,1.4,37.4,138,C10,U120,1,15.0,27.12653478,56.608730486
0.412548,0.523888,0.662773,53623840,-9999.0,-9999.0,-9999.0,-9999.0,4.7,5.9,2.81,0,9.6,0.5,51.6,141,C32,U120,1,6.8,27.094753016,56.539206463
0.584254,0.718329,0.844506,53563846,-9999.0,-9999.0,-9999.0,-9999.0,7.2,7.74,19.75,85,28.9,2.0,517.4,108,E30,U420,1,34.2,27.023468316,56.604087131
0.637886,0.77051,0.884183,53743864,-9999.0,-9999.0,-9999.0,-9999.0,6.1,6.64,7.75,0,36.1,1.8,122.4,126,E20,U111,1,18.3,27.381270609,56.721949054
0.477311,0.618848,0.796315,53603862,-9999.0,-9999.0,-9999.0,-9999.0,7.2,7.63,14.42,31,16.7,1.5,149.6,109,B32,U111,1,13.5,27.150680995,56.734646057
0.713008,0.847614,0.940351,53463800,-9999.0,-9999.0,-9999.0,-9999.0,3.8,4.73,4.05,0,23.2,0.9,24.1,122,C21,U120,1,15.7,26.686552992,56.224860907
0.832194,0.969033,1.075532,53443794,-9999.0,-9999.0,-9999.0,-9999.0,6.6,6.94,22.1,3,10.8,2.6,48.3,103,E20,U111,1,28.3,26.632218304,56.176762178
0.761229,0.881342,0.98513,53563792,-9999.0,-9999.0,-9999.0,-9999.0,6.7,7.11,14.75,2,21.8,2.2,93.1,141,E20,U111,1,23.1,26.812858139,56.134430327
0.686072,0.84285,0.975232,53843866,-9999.0,-9999.0,-9999.0,-9999.0,6.8,7.12,9.08,3,13.1,1.6,132.0,105,B12,U111,1,16.1,27.54823602,56.7175857
