665,560,490,point_id,coarse,clay,sand,silt,phc,phh,ec,caco3,p,n,k,elevation,lc1,lu1,stones,lon,lat,oc
0.550816,0.678406,0.81762,41962952,-9999.0,-9999.0,-9999.0,-9999.0,7.5,7.96,21.3,207,28.4,1.4,377.2,113,B13,U111,1,12.5,8.268533999,49.66744728
0.595511,0.766015,0.917817,42582994,-9999.0,-9999.0,-9999.0,-9999.0,6.7,6.7,17.19,3,29.4,1.0,130.3,309,B13,U111,1,8.3,9.120353714,50.054954061
0.582712,0.742306,0.899534,42602992,-9999.0,-9999.0,-9999.0,-9999.0,6.8,6.92,17.29,1,13.7,1.0,106.4,327,B41,U111,1,7.5,9.148596822,50.03718487
0.648406,0.803344,0.95291,42002968,-9999.0,-9999.0,-9999.0,-9999.0,7.5,7.75,32.0,16,29.6,1.9,467.9,178,B13,U111,1,15.7,8.318923215,49.812113608
0.494855,0.613789,0.76821,42002960,-9999.0,-9999.0,-9999.0,-9999.0,7.5,7.95,24.2,206,38.9,1.1,305.0,119,B82,U111,1,15.9,8.321427912,49.740198301
0.530703,0.69601,0.882738,42503014,-9999.0,-9999.0,-9999.0,-9999.0,6.8,6.93,49.0,8,60.2,2.1,309.4,167,B73,U410,1,16.7,9.00491884,50.233840055
0.545795,0.699971,0.887311,42002996,-9999.0,-9999.0,-9999.0,-9999.0,7.5,7.72,21.1,6,34.7,1.6,251.5,169,B11,U111,1,12.4,8.310082504,50.063803669
1.094684,1.307005,1.40011,45643084,-9999.0,-9999.0,-9999.0,-9999.0,3.4,4.38,57.8,0,94.6,21.4,228.7,466,C10,U120,1,365.8,13.449398129,50.815987004
1.068645,1.18099,1.247603,45643098,-9999.0,-9999.0,-9999.0,-9999.0,3.3,4.14,23.6,0,57.8,11.2,137.8,410,C21,U120,1,285.7,13.458728311,50.941675939
1.064177,1.205726,1.290478,45323098,-9999.0,-9999.0,-9999.0,-9999.0,3.5,4.39,46.2,0,110.7,10.9,113.7,242,C10,U120,1,191.0,13.003761623,50.954378122
1.061427,1.189255,1.283967,45203096,-9999.0,-9999.0,-9999.0,-9999.0,3.7,4.34,55.5,0,72.7,10.1,122.7,235,C10,U120,1,162.2,12.831996935,50.940717761
1.137563,1.310121,1.389717,46103090,-9999.0,-9999.0,-9999.0,-9999.0,3.5,4.16,106.9,0,67.7,16.2,212.2,371,C21,U120,1,370.6,14.105962948,50.848503462
0.670219,0.855314,0.998578,45143116,-9999.0,-9999.0,-9999.0,-9999.0,5.2,5.7,26.8,0,37.0,2.7,89.9,202,C32,U120,1,23.3,12.757357578,51.122407127
1.256357,1.336446,1.379447,45062842,-9999.0,-9999.0,-9999.0,-9999.0,7.1,7.19,147.5,171,130.7,15.4,637.8,344,C10,U420,1,189.6,12.511049149,48.663012221
0.666417,0.793725,0.941597,44443122,-9999.0,-9999.0,-9999.0,-9999.0,6.7,7.09,18.22,10,21.3,3.4,154.5,192,C10,U120,1,46.5,11.759788732,51.195748584
1.035778,1.174387,1.265963,41883124,-9999.0,-9999.0,-9999.0,-9999.0,3.2,3.86,43.4,0,40.3,8.5,109.0,452,C21,U120,1,180.8,8.096453885,51.211467123
0.965924,1.110277,1.207667,42143114,-9999.0,-9999.0,-9999.0,-9999.0,3.1,3.91,23.8,1,61.4,12.3,47.6,657,C31,U120,1,235.6,8.471444154,51.127093877
0.836538,0.991165,1.119549,42243136,-9999.0,-9999.0,-9999.0,-9999.0,3.5,3.97,43.0,0,74.8,6.9,94.9,771,C31,U120,2,122.3,8.608304707,51.326593802
0.978594,1.120673,1.214917,41463112,-9999.0,-9999.0,-9999.0,-9999.0,3.4,3.78,42.5,0,124.3,7.1,103.3,382,C10,U120,1,101.7,7.501555641,51.092292683
0.992018,1.121334,1.2144,41603104,-9999.0,-9999.0,-9999.0,-9999.0,3.1,3.66,40.4,0,57.3,9.9,104.9,368,E30,U120,1,201.7,7.704871822,51.024549462
0.935912,1.068974,1.172096,41863128,-9999.0,-9999.0,-9999.0,-9999.0,3.1,3.63,33.4,0,24.8,7.0,78.9,531,C21,U120,1,137.2,8.066332442,51.246935436
0.787638,0.946752,1.081512,40563068,-9999.0,-9999.0,-9999.0,-9999.0,3.1,3.67,23.6,0,20.9,6.2,61.6,474,C21,U120,3,131.0,6.250331825,50.662631944
0.647822,0.755488,0.911548,41163150,-9999.0,-9999.0,-9999.0,-9999.0,4.0,4.53,27.7,0,28.1,2.7,82.7,74,C10,U120,1,52.9,7.051842832,51.423539013
0.657092,0.834366,1.007,43423190,-9999.0,-9999.0,-9999.0,-9999.0,3.3,3.83,16.18,0,18.9,3.7,55.3,592,C21,U120,2,61.3,10.304555429,51.819856194
0.853654,1.034407,1.17796,43623180,-9999.0,-9999.0,-9999.0,-9999.0,3.8,4.21,45.4,0,27.1,8.5,91.3,690,C21,U120,3,160.1,10.593419416,51.728874825
0.849092,0.994239,1.09443,45923288,-9999.0,-9999.0,-9999.0,-9999.0,4.0,4.41,29.7,0,24.3,3.2,50.4,67,C10,U420,1,35.3,14.004967127,52.63390734
0.925201,1.078437,1.147812,42643252,-9999.0,-9999.0,-9999.0,-9999.0,3.4,4.02,29.5,0,24.3,9.7,98.7,50,C10,U120,1,173.4,9.163026688,52.374514452
1.008126,1.130958,1.212551,42523334,-9999.0,-9999.0,-9999.0,-9999.0,4.3,4.61,86.8,0,49.6,4.2,89.8,-3,E20,U111,1,56.1,8.969664592,53.109957714
1.063913,1.280162,1.378819,42503342,-9999.0,-9999.0,-9999.0,-9999.0,3.8,4.05,187.3,0,207.0,15.6,179.2,-7,E20,U111,1,285.2,8.938040009,53.181580194
1.21918,1.39255,1.46957,42383394,-9999.0,-9999.0,-9999.0,-9999.0,3.5,3.91,88.1,0,120.1,14.6,211.5,-9,E20,U111,1,393.7,8.744977166,53.647068633
0.877299,0.995687,1.058069,42683348,-9999.0,-9999.0,-9999.0,-9999.0,3.3,4.09,10.88,0,45.3,2.8,61.4,10,C10,U420,1,57.4,9.206254844,53.237559883
1.249508,1.471743,1.549993,42663394,-9999.0,-9999.0,-9999.0,-9999.0,3.3,3.89,59.2,0,138.3,18.7,130.9,3,E20,U111,1,520.9,9.168314568,53.650690225
1.110628,1.294907,1.384144,42403344,-9999.0,-9999.0,-9999.0,-9999.0,4.4,4.6,193.8,0,50.5,22.1,108.6,-5,E20,U111,1,249.7,8.78798828,53.198142807
1.218011,1.363128,1.435707,42323378,-9999.0,-9999.0,-9999.0,-9999.0,3.7,3.85,254.0,0,85.7,21.3,127.9,-12,E20,U111,1,303.4,8.658802085,53.502352757
1.365762,1.548181,1.599958,42543360,-9999.0,-9999.0,-9999.0,-9999.0,3.8,4.35,55.5,0,175.8,19.1,195.2,-10,E20,U111,1,534.8,8.994091754,53.343824763
0.887412,1.045852,1.14525,42383340,-9999.0,-9999.0,-9999.0,-9999.0,4.2,4.38,176.8,0,58.5,7.5,92.9,-9,E20,U111,1,82.4,8.759100354,53.161900196
0.960828,1.118573,1.185479,42423366,-9999.0,-9999.0,-9999.0,-9999.0,4.5,4.81,69.3,0,56.6,2.5,60.1,-9,B11,U111,1,51.6,8.812466307,53.396104598
1.086857,1.281814,1.387024,42283356,-9999.0,-9999.0,-9999.0,-9999.0,3.9,4.03,320.0,0,137.9,28.8,297.7,-8,E20,U111,1,350.8,8.604983623,53.304020661
1.101706,1.217366,1.279227,41603342,-9999.0,-9999.0,-9999.0,-9999.0,4.5,4.82,94.5,0,48.1,8.0,93.9,0,E20,U111,1,128.7,7.592558458,53.162257083
1.000992,1.140702,1.22109,42103356,-9999.0,-9999.0,-9999.0,-9999.0,4.6,4.87,237.0,0,142.5,16.1,2556.7,0,E20,U111,1,249.6,8.335061974,53.300610727
1.178398,1.434738,1.520318,41783356,-9999.0,-9999.0,-9999.0,-9999.0,3.4,3.89,67.8,0,48.3,14.3,65.8,4,H12,U140,1,559.7,7.855312224,53.293063769
1.176446,1.307298,1.368892,41643374,-9999.0,-9999.0,-9999.0,-9999.0,4.8,5.18,83.1,0,87.7,15.4,151.8,0,E20,U111,1,273.3,7.636586881,53.450816117
1.127958,1.343445,1.442528,41523334,-9999.0,-9999.0,-9999.0,-9999.0,3.7,3.96,323.0,0,324.2,29.1,356.1,0,E20,U111,1,505.9,7.477215484,53.087974734
1.225642,1.392699,1.473614,44763430,-9999.0,-9999.0,-9999.0,-9999.0,4.6,4.74,338.0,0,67.9,33.7,117.7,-4,E20,U111,1,398.6,12.361147862,53.954311096
1.103206,1.230341,1.286078,44143298,-9999.0,-9999.0,-9999.0,-9999.0,4.0,4.5,64.4,0,109.7,8.6,334.3,25,C10,U111,1,121.9,11.378362535,52.782923736
1.294315,1.475504,1.536437,43843264,-9999.0,-9999.0,-9999.0,-9999.0,5.1,5.3,185.2,0,41.4,31.0,99.4,45,E20,U111,1,450.5,10.927322502,52.481693939
1.278295,1.445225,1.498788,43663264,-9999.0,-9999.0,-9999.0,-9999.0,3.0,3.72,58.9,0,157.6,22.5,130.5,52,C10,U120,1,496.1,10.662389528,52.483460704
1.191431,1.31442,1.376321,42763506,-9999.0,-9999.0,-9999.0,-9999.0,5.0,5.43,66.8,0,79.7,6.1,72.4,9,E20,U111,1,113.9,9.302938652,54.658015027
0.840178,1.020983,1.157476,42783474,-9999.0,-9999.0,-9999.0,-9999.0,4.5,4.78,99.6,0,37.1,12.1,142.7,-9,E20,U111,1,143.2,9.338539501,54.370642051
1.154772,1.387781,1.480064,42863456,-9999.0,-9999.0,-9999.0,-9999.0,3.3,3.97,35.0,0,52.9,20.3,109.7,-7,H12,U420,1,519.5,9.463685836,54.209494389
0.852844,0.995929,1.095964,42903450,-9999.0,-9999.0,-9999.0,-9999.0,4.7,5.04,78.1,0,106.5,8.2,123.0,0,E20,U111,1,89.5,9.525589937,54.155830667
0.913132,1.091148,1.187477,43123120,-9999.0,-9999.0,-9999.0,-9999.0,3.1,3.85,18.72,0,35.0,4.7,81.3,330,C21,U120,1,93.7,9.87126248,51.191009662
1.410162,1.503117,1.533749,45243302,-9999.0,-9999.0,-9999.0,-9999.0,5.8,6.0,80.5,0,44.9,21.6,69.8,15,E20,U420,1,295.8,13.009889764,52.789019821
0.940645,1.073082,1.156991,43802766,-9999.0,-9999.0,-9999.0,-9999.0,5.7,5.88,141.4,0,59.8,13.3,99.1,616,E20,U111,1,116.5,10.790285194,48.004742663
1.180635,1.285856,1.363491,42782782,-9999.0,-9999.0,-9999.0,-9999.0,6.4,6.55,139.1,0,64.5,15.0,106.9,539,E20,U111,1,164.7,9.422387855,48.150037441
1.108935,1.213253,1.281414,43542780,-9999.0,-9999.0,-9999.0,-9999.0,5.8,6.04,110.9,0,35.6,17.2,86.8,553,E20,U111,1,177.5,10.44312994,48.132663951
1.322806,1.460032,1.515346,42983346,-9999.0,-9999.0,-9999.0,-9999.0,4.7,4.93,228.0,0,134.1,19.5,224.1,39,F40,U111,1,394.9,9.655677646,53.221701331
0.923564,1.054097,1.148583,43562776,-9999.0,-9999.0,-9999.0,-9999.0,5.7,5.93,89.5,0,42.9,10.4,122.6,577,E20,U111,1,119.3,10.469652885,48.096561903
1.10371,1.242133,1.321126,45863206,-9999.0,-9999.0,-9999.0,-9999.0,4.8,5.09,90.2,0,48.4,8.8,48.5,51,E20,U111,1,125.0,13.852184838,51.901117653
0.80979,0.968033,1.129635,41203198,-9999.0,-9999.0,-9999.0,-9999.0,5.4,5.57,165.0,0,93.7,9.0,90.4,59,E20,U111,1,95.3,7.081745086,51.856000575
1.032263,1.172049,1.243599,41783288,-9999.0,-9999.0,-9999.0,-9999.0,3.5,4.02,54.4,0,175.2,6.7,197.1,34,C10,U120,1,100.2,7.88524249,52.682294985
1.323694,1.480653,1.527328,41283292,-9999.0,-9999.0,-9999.0,-9999.0,3.4,3.92,92.5,0,105.4,17.4,167.6,5,C10,U420,1,453.2,7.144095374,52.702863266
1.055266,1.220833,1.291804,41243258,-9999.0,-9999.0,-9999.0,-9999.0,3.0,4.0,42.8,0,63.3,10.7,158.2,14,C10,U120,1,207.7,7.105081025,52.396170522
0.765487,0.874301,0.975549,44102722,-9999.0,-9999.0,-9999.0,-9999.0,6.9,7.1,63.0,4,9.7,7.8,138.3,638,E20,U111,2,101.1,11.182908289,47.605215192
1.219528,1.344519,1.407604,44722764,-9999.0,-9999.0,-9999.0,-9999.0,6.0,6.26,116.1,0,62.1,19.9,101.3,472,B41,U111,1,293.4,12.021501664,47.971002268
0.891787,1.010951,1.097331,44042740,-9999.0,-9999.0,-9999.0,-9999.0,6.9,7.04,112.1,1,25.6,10.9,142.1,582,E20,U111,1,136.3,11.106648989,47.768023414
1.164903,1.316982,1.399307,45102750,-9999.0,-9999.0,-9999.0,-9999.0,4.7,4.9,319.0,0,55.3,28.3,149.8,522,E20,U111,1,319.6,12.523684415,47.834576731
1.005626,1.146451,1.213688,45523324,-9999.0,-9999.0,-9999.0,-9999.0,3.9,4.39,114.3,0,116.9,10.6,159.2,30,C10,U120,1,141.9,13.440055281,52.975333543
1.185783,1.310602,1.380447,45203356,-9999.0,-9999.0,-9999.0,-9999.0,7.0,7.06,181.4,0,53.6,17.2,82.3,47,E20,U111,1,185.1,12.983804135,53.275286096
1.35357,1.462671,1.507445,46003390,-9999.0,-9999.0,-9999.0,-9999.0,5.5,5.76,59.3,0,45.7,24.8,117.0,7,E20,U111,1,302.3,14.21107215,53.54474845
0.991887,1.130067,1.200136,42503180,-9999.0,-9999.0,-9999.0,-9999.0,3.1,3.82,32.1,0,63.3,9.7,98.2,362,C21,U120,1,199.6,8.972413013,51.725879678
1.175763,1.345178,1.436166,42503186,-9999.0,-9999.0,-9999.0,-9999.0,3.2,3.89,116.0,0,115.1,19.1,164.7,347,C31,U120,1,396.6,8.971188523,51.779799816
0.891328,1.050205,1.17619,42183148,-9999.0,-9999.0,-9999.0,-9999.0,3.2,3.82,25.1,0,34.9,10.3,157.0,452,C21,U120,1,183.0,8.518759803,51.433369417
0.709475,0.849505,0.974123,41963150,-9999.0,-9999.0,-9999.0,-9999.0,3.4,3.64,30.1,0,46.7,4.9,64.5,288,E10,U120,1,81.8,8.201779074,51.446901416
0.543216,0.668781,0.824148,41343028,-9999.0,-9999.0,-9999.0,-9999.0,7.5,7.73,29.3,11,51.2,1.4,327.7,250,B11,U111,1,11.3,7.373067028,50.33391471
0.739792,0.881486,0.990525,42403002,-9999.0,-9999.0,-9999.0,-9999.0,6.9,6.97,24.3,10,83.4,3.3,105.0,102,E20,U111,1,34.9,8.867354054,50.1246571
0.605455,0.725322,0.855875,42062956,-9999.0,-9999.0,-9999.0,-9999.0,7.6,7.79,30.3,88,29.3,2.7,243.9,88,B41,U111,1,23.4,8.405825611,49.705441108
0.756136,0.86398,0.978057,42082950,-9999.0,-9999.0,-9999.0,-9999.0,7.4,7.53,43.1,19,19.7,2.0,197.6,82,B13,U111,1,15.2,8.435288197,49.651887572
0.664017,0.779092,0.907154,41962970,-9999.0,-9999.0,-9999.0,-9999.0,7.5,7.8,26.4,78,76.1,2.1,1073.9,158,B82,U111,1,20.8,8.262720501,49.829254992
0.641728,0.776031,0.912442,41922964,-9999.0,-9999.0,-9999.0,-9999.0,7.6,7.77,44.5,118,26.8,1.6,587.3,140,B18,U111,1,15.7,8.209152593,49.774456814
0.534715,0.691503,0.866856,42423010,-9999.0,-9999.0,-9999.0,-9999.0,6.7,6.87,18.33,3,85.2,1.5,304.2,151,B11,U111,1,12.0,8.893648295,50.196850272
0.545338,0.671061,0.816277,41343024,-9999.0,-9999.0,-9999.0,-9999.0,7.2,7.55,30.5,47,29.5,2.5,714.4,202,D10,U420,1,28.3,7.375058026,50.297978689
0.591003,0.735217,0.892929,42263008,-9999.0,-9999.0,-9999.0,-9999.0,6.9,7.03,26.0,2,34.8,2.5,198.4,98,B11,U111,1,21.9,8.670120168,50.176482258
0.626871,0.767703,0.930187,42343028,-9999.0,-9999.0,-9999.0,-9999.0,6.7,6.8,14.7,1,88.2,1.8,374.8,131,B11,U111,1,15.0,8.777471153,50.357518127
0.583358,0.729296,0.897581,42403026,-9999.0,-9999.0,-9999.0,-9999.0,7.4,7.64,25.9,0,83.0,1.8,365.5,131,B11,U111,1,14.4,8.862202636,50.340408047
0.631196,0.771285,0.970413,42822910,-9999.0,-9999.0,-9999.0,-9999.0,7.3,7.56,21.9,6,91.9,1.5,341.3,205,E30,U111,1,11.4,9.463877071,49.301708214
0.650433,0.791162,0.955497,42783024,-9999.0,-9999.0,-9999.0,-9999.0,6.2,6.3,27.4,0,66.0,3.1,218.6,289,C10,U111,1,29.6,9.396181565,50.326486124
0.695632,0.821409,0.96798,42883028,-9999.0,-9999.0,-9999.0,-9999.0,7.0,7.11,30.7,61,56.3,5.7,595.9,278,E20,U111,1,53.4,9.536248684,50.363101947
0.471286,0.617493,0.809268,42982918,-9999.0,-9999.0,-9999.0,-9999.0,6.6,6.62,9.86,1,42.0,1.4,244.6,332,B11,U111,1,11.2,9.683356232,49.374488581
0.544359,0.699185,0.907881,42962938,-9999.0,-9999.0,-9999.0,-9999.0,6.6,6.67,37.0,1,70.6,2.0,269.0,352,B16,U111,1,14.1,9.654549367,49.554266747
0.558153,0.678868,0.870137,42862942,-9999.0,-9999.0,-9999.0,-9999.0,7.3,7.64,16.91,34,59.4,2.6,637.4,377,F40,U111,2,22.0,9.516013782,49.589729656
0.56949,0.7259,0.904808,42683024,-9999.0,-9999.0,-9999.0,-9999.0,6.2,6.34,10.65,1,67.2,1.5,274.5,332,B53,U111,1,13.3,9.255766616,50.325659583
0.505057,0.652987,0.838557,42722910,-9999.0,-9999.0,-9999.0,-9999.0,7.6,7.97,23.0,93,174.8,1.8,341.6,215,B11,U111,1,14.5,9.326415859,49.300968873
0.516763,0.659139,0.812855,42822960,-9999.0,-9999.0,-9999.0,-9999.0,7.1,7.12,27.6,5,50.0,1.7,215.0,325,B13,U111,2,13.4,9.458896359,49.751338004
0.678592,0.830162,0.960624,42902960,-9999.0,-9999.0,-9999.0,-9999.0,7.1,7.13,34.9,52,57.3,3.6,160.2,131,E20,U111,1,33.8,9.569889389,49.751813536
0.566967,0.701363,0.830127,43203016,-9999.0,-9999.0,-9999.0,-9999.0,6.7,6.82,26.8,3,37.7,1.8,306.7,370,A30,U319,2,16.6,9.985978687,50.256151586
0.567154,0.736509,0.888514,43143006,-9999.0,-9999.0,-9999.0,-9999.0,5.5,5.64,23.2,1,37.6,1.1,240.3,280,B11,U111,2,9.3,9.902036145,50.166201243
0.697575,0.83034,0.963168,43082978,-9999.0,-9999.0,-9999.0,-9999.0,7.2,7.47,11.32,8,39.9,0.9,101.7,172,B53,U111,1,7.9,9.819022242,49.914340689
0.497225,0.64275,0.832708,43042964,-9999.0,-9999.0,-9999.0,-9999.0,7.6,7.95,25.2,140,30.9,1.4,197.4,251,B18,U111,1,10.2,9.763955298,49.788352509
0.547088,0.65072,0.836379,42762922,-9999.0,-9999.0,-9999.0,-9999.0,7.2,7.47,20.9,21,34.1,2.7,366.3,275,C10,U120,1,24.2,9.380032784,49.409201255
0.547852,0.704784,0.901011,43122984,-9999.0,-9999.0,-9999.0,-9999.0,6.9,6.97,16.9,1,32.3,1.7,319.1,243,B13,U111,1,12.7,9.87456666,49.968365499
0.545589,0.704519,0.894519,43022962,-9999.0,-9999.0,-9999.0,-9999.0,7.1,7.27,49.0,5,44.3,2.1,391.9,305,B13,U111,4,16.0,9.736283874,49.77030723
0.61838,0.757902,0.900201,43162954,-9999.0,-9999.0,-9999.0,-9999.0,6.3,6.34,23.3,1,28.3,3.7,204.7,299,E20,U111,1,34.5,9.930704041,49.698654789
0.585906,0.710957,0.864193,43062920,-9999.0,-9999.0,-9999.0,-9999.0,6.6,6.65,10.86,2,31.5,3.3,328.4,398,B43,U111,1,29.8,9.793416474,49.392730979
0.583998,0.745752,0.929109,43342968,-9999.0,-9999.0,-9999.0,-9999.0,7.1,7.22,38.1,0,66.0,2.0,481.1,262,B13,U111,1,16.4,10.180639762,49.824422497
0.573575,0.772526,0.919141,42682952,-9999.0,-9999.0,-9999.0,-9999.0,6.9,6.92,26.3,1,77.4,2.0,369.8,462,B16,U111,1,19.2,9.265757744,49.678310034
0.615641,0.780219,0.952127,43262960,-9999.0,-9999.0,-9999.0,-9999.0,7.2,7.42,25.8,2,45.6,1.5,251.8,287,B11,U111,1,12.0,10.069373377,49.752608363
0.546628,0.657711,0.83212,42922926,-9999.0,-9999.0,-9999.0,-9999.0,7.5,7.75,15.43,79,26.3,2.6,440.7,357,B11,U111,1,24.6,9.600165811,49.446170631
0.528549,0.654781,0.853848,42902946,-9999.0,-9999.0,-9999.0,-9999.0,7.5,7.8,21.9,169,24.5,2.2,412.4,335,B11,U111,2,23.2,9.57100724,49.625922744
0.594172,0.731346,0.890455,43082928,-9999.0,-9999.0,-9999.0,-9999.0,7.2,7.23,21.2,44,33.3,3.8,238.1,266,E20,U111,1,32.6,9.820696548,49.464723265
0.543699,0.664409,0.845244,42822906,-9999.0,-9999.0,-9999.0,-9999.0,6.9,6.91,11.8,1,68.5,2.3,278.3,281,B11,U111,1,18.9,9.464270559,49.265734762
0.616678,0.754897,0.918649,42902928,-9999.0,-9999.0,-9999.0,-9999.0,6.1,6.1,57.0,1,65.7,3.9,240.1,338,E20,U111,1,36.3,9.572433808,49.464055298
0.587456,0.709035,0.827512,42982896,-9999.0,-9999.0,-9999.0,-9999.0,6.7,6.8,18.09,1,58.2,2.6,355.3,371,B13,U111,1,23.1,9.684632015,49.176630049
0.498708,0.627634,0.811025,43042898,-9999.0,-9999.0,-9999.0,-9999.0,6.9,6.97,15.88,1,79.5,1.8,274.5,440,B11,U111,1,14.4,9.766816013,49.194818912
0.662022,0.805978,0.927541,42802896,-9999.0,-9999.0,-9999.0,-9999.0,6.4,6.39,19.94,1,35.1,3.9,150.1,214,E30,U361,1,35.6,9.437829019,49.175665028
0.485274,0.616071,0.792956,42962902,-9999.0,-9999.0,-9999.0,-9999.0,6.8,6.85,20.7,2,39.3,1.5,304.4,348,B11,U111,1,11.7,9.656832256,49.23051236
0.519095,0.653812,0.822927,45142900,-9999.0,-9999.0,-9999.0,-9999.0,5.3,5.4,12.97,1,72.5,1.4,67.1,413,B11,U111,1,12.3,12.647275224,49.181828579
0.533045,0.659572,0.828056,45222812,-9999.0,-9999.0,-9999.0,-9999.0,6.4,6.48,16.72,1,91.2,1.9,164.9,408,B11,U111,1,15.5,12.713417714,48.388220962
0.545251,0.671734,0.851377,45482830,-9999.0,-9999.0,-9999.0,-9999.0,6.8,6.9,16.02,1,144.2,1.4,298.9,386,B16,U111,1,10.1,13.073952691,48.540844737
0.552333,0.661308,0.782661,45462850,-9999.0,-9999.0,-9999.0,-9999.0,7.1,7.13,108.3,222,54.2,5.1,154.6,304,E20,U420,1,56.7,13.057877658,48.721332285
0.496011,0.606476,0.747536,45422824,-9999.0,-9999.0,-9999.0,-9999.0,6.9,7.03,22.1,3,88.1,1.6,222.9,468,B16,U111,1,13.7,12.989566716,48.489136735
0.436346,0.540134,0.686471,45322810,-9999.0,-9999.0,-9999.0,-9999.0,5.0,5.08,22.9,0,31.6,1.7,228.1,457,B16,U111,1,12.9,12.84728053,48.366853427
0.503528,0.630408,0.812243,45202816,-9999.0,-9999.0,-9999.0,-9999.0,5.6,5.79,11.42,0,15.6,1.3,81.4,472,B11,U111,1,9.6,12.688360245,48.424838729
0.554077,0.67618,0.826057,45162820,-9999.0,-9999.0,-9999.0,-9999.0,5.6,5.6,69.3,0,77.4,3.4,194.3,490,E20,U111,1,28.6,12.63624948,48.462096428
0.492199,0.624005,0.798583,45322860,-9999.0,-9999.0,-9999.0,-9999.0,7.1,7.38,11.27,2,54.8,1.3,242.8,327,B22,U111,1,9.1,12.872972286,48.816268319
0.48054,0.610297,0.754668,44962896,-9999.0,-9999.0,-9999.0,-9999.0,4.6,4.67,19.42,0,145.1,1.1,163.5,516,B16,U111,1,8.9,12.398789009,49.151424988
0.473345,0.596615,0.76131,45202838,-9999.0,-9999.0,-9999.0,-9999.0,6.5,6.56,18.52,0,28.6,1.7,171.2,397,B16,U111,1,12.7,12.698984773,48.622606177
0.534657,0.650079,0.806005,45522816,-9999.0,-9999.0,-9999.0,-9999.0,7.1,7.08,55.1,4,146.8,2.2,393.5,372,B16,U111,1,17.6,13.120231994,48.413511047
0.555022,0.667151,0.826504,45602806,-9999.0,-9999.0,-9999.0,-9999.0,6.4,6.45,27.7,2,77.9,1.7,214.3,334,B16,U111,1,11.8,13.222417007,48.320545487
0.56256,0.696015,0.846896,45602816,-9999.0,-9999.0,-9999.0,-9999.0,5.1,5.32,19.56,0,101.1,1.4,109.7,324,B16,U111,1,11.4,13.228171197,48.410416127
0.498818,0.618633,0.782491,45022856,-9999.0,-9999.0,-9999.0,-9999.0,7.3,7.65,17.43,8,112.7,1.3,270.0,400,B11,U111,1,10.6,12.463005561,48.790081476
0.517659,0.655022,0.813937,45102904,-9999.0,-9999.0,-9999.0,-9999.0,5.0,5.12,19.73,1,51.3,2.3,110.2,354,E30,U420,1,20.4,12.594349634,49.219058858
0.48917,0.618896,0.796082,45882852,-9999.0,-9999.0,-9999.0,-9999.0,5.7,5.9,33.3,1,0.0,2.0,132.9,606,B55,U111,1,15.4,13.629230938,48.722171164
0.465855,0.553019,0.662344,45862846,-9999.0,-9999.0,-9999.0,-9999.0,4.7,5.06,9.36,0,0.0,0.7,47.3,631,C10,U140,1,8.7,13.598191748,48.669153144
0.498032,0.617558,0.764978,45182836,-9999.0,-9999.0,-9999.0,-9999.0,5.7,5.93,12.96,1,0.0,1.1,323.8,375,B11,U111,1,8.6,12.670920066,48.605282831
0.501802,0.628273,0.799073,45222830,-9999.0,-9999.0,-9999.0,-9999.0,6.9,7.13,14.56,3,0.0,1.7,297.0,452,B16,U111,1,13.2,12.722173696,48.550032249
0.500221,0.614232,0.786005,45142806,-9999.0,-9999.0,-9999.0,-9999.0,6.0,6.19,14.98,0,52.2,1.9,264.2,490,B16,U111,1,15.1,12.602714968,48.336870969
0.578081,0.682309,0.79993,45642828,-9999.0,-9999.0,-9999.0,-9999.0,7.0,7.11,19.52,3,96.7,2.4,205.5,355,B16,U111,1,19.3,13.289191361,48.516664926
0.581217,0.679638,0.815983,44503046,-9999.0,-9999.0,-9999.0,-9999.0,6.8,6.92,28.6,2,78.8,2.5,251.8,540,B11,U111,2,21.2,11.818749805,50.511471175
0.589715,0.733874,0.891115,44383116,-9999.0,-9999.0,-9999.0,-9999.0,7.1,7.25,40.9,7,68.8,2.1,386.9,227,B13,U111,1,17.7,11.67201836,51.143099143
0.632358,0.77803,0.912188,44263126,-9999.0,-9999.0,-9999.0,-9999.0,6.5,6.59,16.15,1,52.7,3.1,408.1,149,B11,U111,1,32.0,11.503503666,51.235304485
0.512184,0.650276,0.7916,44263122,-9999.0,-9999.0,-9999.0,-9999.0,6.8,6.97,25.4,2,36.7,1.7,367.2,296,B11,U111,1,14.7,11.502330891,51.199358683
0.714138,0.864236,0.996934,44583118,-9999.0,-9999.0,-9999.0,-9999.0,7.3,7.59,19.45,6,29.7,1.6,179.0,194,B13,U111,1,14.6,11.958479616,51.156606877
0.639754,0.768244,0.875783,44483096,-9999.0,-9999.0,-9999.0,-9999.0,7.2,7.35,29.9,36,65.1,3.8,649.5,297,B13,U111,1,34.8,11.807844566,50.961239927
0.592593,0.718229,0.84615,44563098,-9999.0,-9999.0,-9999.0,-9999.0,6.9,6.98,38.4,2,91.5,2.2,130.8,314,B11,U111,1,17.8,11.922421971,50.977378099
0.608105,0.738469,0.879162,44383098,-9999.0,-9999.0,-9999.0,-9999.0,7.2,7.31,41.4,28,49.8,2.5,246.8,143,B14,U111,1,21.7,11.666186416,50.981346683
