,ANN
RGB_phc_oc,0.66
RGB_phh_oc,0.662
RGB_ec_oc,0.656
RGB_caco3_oc,0.661
RGB_p_oc,0.66
RGB_n_oc,0.66
RGB_k_oc,0.651
RGB_stones_oc,0.663
