,RGB_phc_oc,RGB_phh_oc,RGB_ec_oc,RGB_caco3_oc,RGB_p_oc,RGB_n_oc,RGB_k_oc,RGB_stones_oc
I-0-0,0.6369946793265224,0.6514081508020861,0.6168412441979028,0.6424559781697691,0.6499194845464641,0.628691470463782,0.645639955694989,0.6520199882863651
I-0-1,0.6440468470480405,0.6335875923931849,0.668650118304783,0.6519478206092372,0.6495347285530426,0.6795954625022158,0.6685039208970636,0.630601069621521
I-0-2,0.6446602104996422,0.6333512046926474,0.625042039845148,0.6409790705528485,0.6262981953343048,0.6524444914108256,0.645352051899627,0.6531049141821667
I-0-3,0.6500781156832808,0.6482846863025065,0.6685801970491299,0.6614862019202074,0.6503683725305139,0.6782782394990244,0.6426404319607244,0.6488236285321598
I-0-4,0.6388374482854287,0.6503245518301863,0.6529282303355788,0.6731762213695949,0.6510369611972927,0.6520856649992681,0.6398207703333265,0.6456697202463055
I-0-5,0.6502531831189323,0.6962609383536508,0.6711838774871091,0.6459830063355216,0.6676086702770553,0.6501092127191377,0.6490961673509521,0.6445226213432111
I-0-6,0.6451710874497321,0.6454648212240708,0.6409535057117655,0.638894397234806,0.6522912557399172,0.6740897068982118,0.6735355106484371,0.6507074133819839
I-0-7,0.6154160466280884,0.6494896035167876,0.6475748429426018,0.6546448046713944,0.6528612113709341,0.6036625863155303,0.6484688443572859,0.6385840513054721
I-0-8,0.6757496402428429,0.6444191830644499,0.6415597990003026,0.6255038903759089,0.6440143793638775,0.6460946710079294,0.659698488059149,0.6594307638263417
I-0-9,0.6481297267995214,0.635758484507355,0.6745539808579373,0.6768481028223066,0.6517758508443222,0.6511333640017416,0.6564685190207293,0.6331081229699277
