,RGB_oc
I-0-0,0.6695100729152225
I-0-1,0.6651341698777411
I-0-2,0.6595784849930607
I-0-3,0.6671347288060026
I-0-4,0.6593203423294607
I-0-5,0.6650225611310687
I-0-6,0.6756906661517831
I-0-7,0.6788644709097765
I-0-8,0.652388154045277
I-0-9,0.6379249298781859
