,ANN
I-0-0,0.41144132386779253
I-0-1,0.4597824251464513
I-0-2,0.475352148495113
I-0-3,0.45759520183747804
I-0-4,0.5266158034377963
I-0-5,0.476097024795456
I-0-6,0.5535979783319586
I-0-7,0.5036544950223936
I-0-8,0.5099007923546159
I-0-9,0.4802699738801465
