,ANN
I-0-0,0.7292209579944227
I-0-1,0.7274614896392114
I-0-2,0.6679672079759493
I-0-3,0.5736925167944741
I-0-4,0.6432855729294287
I-0-5,0.5070175501718305
I-0-6,0.5838493540064396
I-0-7,0.6585183974844657
I-0-8,0.674460720680014
I-0-9,0.6602519619502312
