,RGB_phc_oc,RGB_phh_oc,RGB_ec_oc,RGB_caco3_oc,RGB_p_oc,RGB_n_oc,RGB_k_oc,RGB_stones_oc
I-0-0,0.6454335890748687,0.6517604683179927,0.644145659537279,0.6474785601098453,0.6578198098635395,0.6780178801858475,0.6192918728209302,0.6651667301424198
I-0-1,0.6467987205449819,0.65179550019606,0.6375664700525563,0.6625129555726716,0.6374447757543331,0.6454510199765896,0.653665119084075,0.6438105498315463
I-0-2,0.6443239762485172,0.6583559632264635,0.6720472298008935,0.6492796921688374,0.6531707279138563,0.6570348682661352,0.6507584553396827,0.6517982134711138
I-0-3,0.6502809188410705,0.6388398191462386,0.6389927291920181,0.6498692099230226,0.6461692796250502,0.6527708111383304,0.6447810660911081,0.571424881537286
I-0-4,0.6431214401047914,0.6622264541014273,0.642232722681503,0.6469047058336543,0.6708072942920946,0.6612299374791542,0.6446042119733204,0.6406516568093178
I-0-5,0.6338915043995932,0.6408838905034118,0.6442087185454854,0.6367706245920557,0.6513725077491577,0.641496820579376,0.6518018352653393,0.676145965749896
I-0-6,0.6511208653904157,0.6530748944176324,0.6677181219544746,0.6412760190515838,0.6820145807687715,0.6942260839313531,0.6454569427766335,0.6531311448949866
I-0-7,0.668451402104417,0.6569811982243687,0.6517527845472513,0.6470216124324976,0.6444131031102261,0.6464064792716406,0.6465856797899756,0.6498314426282417
I-0-8,0.6350629572023363,0.6650627191525651,0.6879563229649968,0.6521271506645754,0.6385655612414078,0.6514677989873675,0.6375123407444605,0.61760430844278
I-0-9,0.6538348722295235,0.6154727579848873,0.6146309183723534,0.6674228946107907,0.6465971350695077,0.6525352013621871,0.6492484395265329,0.6620512565216579
