,RGB_phc_oc,RGB_phh_oc,RGB_ec_oc,RGB_caco3_oc,RGB_p_oc,RGB_n_oc,RGB_k_oc,RGB_stones_oc
I-0-0,0.6259641145441212,0.6472299029616091,0.6498329354272929,0.678467658417341,0.6446182162049138,0.649048338718891,0.6523069173203957,0.638083099647172
I-0-1,0.6253972434354332,0.6500617392794357,0.6493707836165832,0.6720924638898429,0.6476363991066133,0.6504127509917723,0.6480808486352074,0.6443830443248959
I-0-2,0.6488937895291945,0.6440475116142296,0.6445701688644259,0.6494587128434068,0.6443544157648567,0.6512555416501926,0.6519375842147765,0.5647828659601155
I-0-3,0.6363515147403341,0.6471870032505099,0.6412204603520888,0.6732239384697455,0.6739379932450604,0.6639520621439565,0.6523044341279116,0.6441271031223932
I-0-4,0.6516643128630469,0.5827064466486822,0.6500796808383149,0.6529897917739299,0.6525310084230764,0.6531379786651004,0.5953452066136291,0.6401151406280046
I-0-5,0.6136303831096925,0.6429668885055142,0.651853711367768,0.6516979389699709,0.6851033488898,0.6316863350290535,0.6701652845577211,0.6407125747803735
I-0-6,0.6531737365535961,0.6487949464427298,0.6490587587234091,0.6463995789589692,0.645765202616189,0.6469848546209471,0.6449439409646924,0.6243097989251112
I-0-7,0.6522660829645065,0.6453271965512326,0.6419682661689357,0.6771946542148058,0.6377106641594853,0.646552507112002,0.6359872526685564,0.6518367201023288
I-0-8,0.6683429584174745,0.6455631758742504,0.6496137478872472,0.6961698598920922,0.6512532741095451,0.6514257599840197,0.6459705489609886,0.6615799172386518
I-0-9,0.6469936299433274,0.6231717832042531,0.6743343630479224,0.6492366926753985,0.6507667114897284,0.6348788633650014,0.6351927486925394,0.6438748398432013
