,RGB_phc_oc,RGB_phh_oc,RGB_ec_oc,RGB_caco3_oc,RGB_p_oc,RGB_n_oc,RGB_k_oc,RGB_stones_oc
I-0-0,-13.464743844379951,-13.124310513018997,-71.25263665404044,-5.080316879804807,-87.03863971487621,-11.35287308222056,-78.71475842008836,-2.2493906263024614
I-0-1,-5.090007901652033,-4.882187357141416,-0.6537556255983425,-0.1767956869350229,-1.1914496309431017,-0.6741893702716364,-0.4954014778533531,-0.2623375982704863
I-0-2,-6.82502223318406,-6.596737846976829,-9.136480822926266,-0.9196203275233477,-13.366465839044718,-2.5820831659147827,-28.544740113277754,-0.6454196630035596
I-0-3,-5.098068369020358,-4.973594596169558,-1.2140245550959992,-0.27086448625729886,-1.6935289685111599,-1.0213170460149876,-1.6219885297971524,-0.3389034982848502
I-0-4,-19.37453282632967,-18.99091286396171,-189.05000318026268,-10.880222357317821,-188.72267465678408,-26.79963550437663,-390.85531260784484,-3.9682244633200723
I-0-5,-5.109389461258947,-4.892503197287176,-0.5628667527987146,-0.17048874680253556,-0.7208881420146798,-0.8046921232652344,-0.6628175701780126,-0.2647735755041907
I-0-6,-5.045624697175254,-4.839179761792897,-0.6626430179680314,-0.17571951346613668,-1.1705607371921913,-0.6534946453100725,-1.1675407837303515,-0.2692034887848098
I-0-7,-5.089481666596501,-4.882577876138872,-0.7500462870630389,-0.179369027346729,-1.044030588709286,-0.7656188663533114,-1.1347398532746982,-0.2787956509615199
I-0-8,-7.067244287640008,-6.824767252611226,-6.582781004841666,-1.0600803943829047,-14.494698792331672,-3.160537506806558,-28.964694412319833,-0.6672036566096555
I-0-9,-5.031045935847198,-4.80653469415318,-0.6348980144964316,-0.18148608763310659,-0.9737896802425219,-0.7140651794026485,-0.672744479777794,-0.24538443997251624
