,RGB_phc_oc,RGB_phh_oc,RGB_ec_oc,RGB_caco3_oc,RGB_p_oc,RGB_n_oc,RGB_k_oc,RGB_stones_oc
I-0-0,0.7719939169230194,0.7626768767453551,0.746338037882938,0.7265783834729269,0.7568925515166003,0.7531835980905917,0.7344125580327034,0.7645512956900712
I-0-1,0.7251590314381204,0.7015104289983136,0.7145601646176646,0.6850415144817597,0.7351218943162668,0.7222584783442032,0.718398327551039,0.7305138967581819
I-0-2,0.7457010742230046,0.7462075524765591,0.714084979225962,0.6686986659868271,0.7209135438681852,0.711806047123315,0.7102377248494245,0.7537247466292056
I-0-3,0.7009534120202492,0.7071619640859593,0.6912355484406623,0.6974991340933069,0.6907850677768025,0.6772540940352685,0.6864853501401833,0.6920321714256275
I-0-4,0.7210701235370978,0.7124118646755268,0.7132818126755935,0.668645103797409,0.6878259735948531,0.6879568214369269,0.6853631852747852,0.6782487681632212
I-0-5,0.699184500285229,0.7016762528492929,0.6943487049685965,0.663822002431669,0.6336441327013351,0.6631690027825596,0.6606147059560342,0.6969991372281072
I-0-6,0.7060549056814696,0.7143555496652496,0.6915015020697843,0.6926484952016041,0.7018992020533985,0.6887306862729112,0.6869141873489824,0.6611923750946227
I-0-7,0.7010323077817451,0.7010121648342877,0.7050099513088341,0.6934832948780827,0.6645987346367507,0.6717479863888214,0.6615046662781701,0.6889396092720191
I-0-8,0.7158520044335052,0.7173292332184973,0.6621020424431905,0.7154927534461704,0.7274048297618239,0.7128900410052349,0.6282240900717793,0.6990358168922639
I-0-9,0.6839556970581787,0.6957908927756853,0.6665969430755869,0.6673205202584804,0.6704546696720337,0.6779228843550595,0.6805938096881072,0.6863258979797893
