,ANN
RGB_phc_oc,0.141
RGB_phh_oc,0.126
RGB_ec_oc,-0.054
RGB_caco3_oc,0.118
RGB_p_oc,-0.225
RGB_n_oc,0.594
RGB_k_oc,-0.494
RGB_stones_oc,0.014
