,RUN
I-0-0,0.6936466000480572
I-0-1,0.6499793527349549
I-0-2,0.6395381397486812
I-0-3,0.5593125040694584
I-0-4,0.5433831492712937
I-0-5,0.5770939456875666
I-0-6,0.66634297782404
I-0-7,0.6317373930955243
I-0-8,0.6196705847978411
I-0-9,0.6293889422845476
