,ANN
RGB_phc_oc,0.143
RGB_phh_oc,0.129
RGB_ec_oc,0.091
RGB_caco3_oc,0.153
RGB_p_oc,0.05
RGB_n_oc,0.603
RGB_k_oc,0.001
RGB_stones_oc,0.022
