,RGB_phc_oc,RGB_phh_oc,RGB_ec_oc,RGB_caco3_oc,RGB_p_oc,RGB_n_oc,RGB_k_oc,RGB_stones_oc
I-0-0,0.1117273103480908,0.11355383822496334,0.07588163633720202,0.1682576907285549,0.017767259733509566,0.6592546253602221,-0.18090252675379404,0.02126020733750289
I-0-1,0.13707026819565393,0.11638404094515442,0.0577800129870335,0.1403238554643107,-0.17038100908238318,0.6239678578792658,-0.025800041606508062,0.025392903149576984
I-0-2,0.14893309397244392,0.13745312777600827,0.016474315238773518,0.1624649218127311,0.0608249314440279,0.6041623183187215,-0.44058900324439154,0.010146038707133709
I-0-3,0.16355780338328874,0.14724279417004338,0.05941090980336261,0.17043019621888256,0.04591561720667037,0.5478393189760475,-0.16434197131088824,0.022498642101933197
I-0-4,0.13761328748501955,0.12548059989232418,0.11044916579341757,0.14028595602437544,0.05209756410441169,0.5860875698962388,-0.3080572710318197,0.024808435738128853
I-0-5,0.13868402987646056,0.12970199448936048,-0.06609777692461316,0.14440666123765677,0.021525348915389042,0.5551969548085263,-0.07756782814132834,0.022648162144453865
I-0-6,0.1334323444015849,0.11896350670451716,0.029618143051132972,0.16861719639799588,0.03566256064761375,0.6383060528798945,-0.22773432508523528,0.008672465106022487
I-0-7,0.1412341546677287,0.12800398714490546,-0.030536234102067628,0.1624094081451426,0.03796322999837054,0.6100005655744742,-0.08538759079170699,0.010339756774916165
I-0-8,0.11624902220140931,0.09814119556314804,0.027250756243759944,0.08725427856798806,0.044517925694344096,0.5860614933254641,-0.018287399260760173,0.01863511873286472
I-0-9,0.16408627217545024,0.14763842267308835,0.12397380316404782,0.19487303765971709,0.042145574343322556,0.6052232106940667,-0.18481844766592515,0.025750831097830718
