,ANN
RGB_phc_oc,0.712
RGB_phh_oc,0.712
RGB_ec_oc,0.711
RGB_caco3_oc,0.7
RGB_p_oc,0.712
RGB_n_oc,0.687
RGB_k_oc,0.712
RGB_stones_oc,0.691
