,RGB_phc_oc,RGB_phh_oc,RGB_ec_oc,RGB_caco3_oc,RGB_p_oc,RGB_n_oc,RGB_k_oc,RGB_stones_oc
I-0-0,0.7552208113292779,0.7486159590955914,0.7118169472268734,0.730113508100775,0.7090672562533562,0.7448427139344839,0.7377439236926202,0.7719651624831292
I-0-1,0.7055787818624266,0.728757119694101,0.7440129431914684,0.7175618422630409,0.6702473900214929,0.7265006427686466,0.7170172829203723,0.7372419108307124
I-0-2,0.7481218751419569,0.748750328031801,0.7220682785410397,0.7156207691469942,0.7044982129783841,0.7214152399882519,0.7274902655081039,0.7369827471691852
I-0-3,0.6951413135259694,0.698043230044157,0.6810071417632814,0.690062707855906,0.6778459822761902,0.6907411130130939,0.6833882886284628,0.6864486696251904
I-0-4,0.7167959292788888,0.719880130264176,0.6771670683657527,0.6625891003686364,0.6774053244747302,0.6592747540021303,0.672730664118189,0.6002797435782506
I-0-5,0.6852686818109928,0.6927814634394829,0.6646137891890747,0.6680797147709808,0.700240664836932,0.6604799861658684,0.7015501988535399,0.6845487620771662
I-0-6,0.7069461285663876,0.7085624113554483,0.7301908623494857,0.693204162358776,0.7147115033256979,0.705442162662679,0.7017268070023936,0.6791488050803614
I-0-7,0.6852690781461421,0.6879946440585187,0.6627779167837291,0.7089191472227014,0.6601547883141716,0.6824611268306268,0.67707565132949,0.6849516741255968
I-0-8,0.7123791644188852,0.6985984130859328,0.6791186033032612,0.7186686886688273,0.6763940299490987,0.7019637783202989,0.6541647472513301,0.7053595313924068
I-0-9,0.6988922639839036,0.7000235679745331,0.6654294099649987,0.6709686156790963,0.6648601756035268,0.6665277186665126,0.6686880688853923,0.6152279652171654
