,ANN
RGB_phc_oc,-0.319
RGB_phh_oc,-0.319
RGB_ec_oc,-0.319
RGB_caco3_oc,-0.319
RGB_p_oc,-0.319
RGB_n_oc,-0.319
RGB_k_oc,-0.319
RGB_stones_oc,-0.319
