,ANN
RGB_phc_oc,0.714
RGB_phh_oc,0.711
RGB_ec_oc,0.707
RGB_caco3_oc,0.698
RGB_p_oc,0.703
RGB_n_oc,0.69
RGB_k_oc,0.711
RGB_stones_oc,0.692
