,RGB_phc_oc,RGB_phh_oc,RGB_ec_oc,RGB_caco3_oc,RGB_p_oc,RGB_n_oc,RGB_k_oc,RGB_stones_oc
I-0-0,0.772060484040872,0.7638890383893469,0.7269574369125551,0.7608682529261701,0.743941710025168,0.7527900528263721,0.7564563382526039,0.7409556983680332
I-0-1,0.7240144226321381,0.7240622145254114,0.7204534853896785,0.7391426855863624,0.6849027554158057,0.6791804109663793,0.7355567177317202,0.7368945908036552
I-0-2,0.7407503469336715,0.7419002096831504,0.7442407768850402,0.7320491485581917,0.7523304331267299,0.7183315807545161,0.7530714829591263,0.7125393063323271
I-0-3,0.6850081915891575,0.6809664890192798,0.7004958909988341,0.6771167735735593,0.7128063590695162,0.6756542673764383,0.6842279169035848,0.6865633082072103
I-0-4,0.7151493713186341,0.700163396590672,0.6932371344824803,0.6583614380159035,0.6231826171218968,0.6651470210296346,0.7080091364088119,0.6661019832290467
I-0-5,0.6833483601330015,0.6757230979819706,0.6981118119020386,0.6873100041289034,0.695548655434252,0.6588899229084932,0.6956982195185333,0.640927620234464
I-0-6,0.7130223485187617,0.7168957250562703,0.7037870836562963,0.7133286784615684,0.6882794790733282,0.6960210067981947,0.7136537328489527,0.6796199157425978
I-0-7,0.7047265558190907,0.6946814126548302,0.6985734164622255,0.6204027609937346,0.7012349553537449,0.6837941597638459,0.6948940954968098,0.6845507047642029
I-0-8,0.7218213096297393,0.7222944812205256,0.6904579752424056,0.708179310403952,0.7214096768756193,0.6902462553132818,0.7049229334247791,0.697213704795411
I-0-9,0.6831397183955255,0.6921478714861433,0.6937143476854362,0.6852072859276297,0.7028356419659241,0.675268882900394,0.6674428820268872,0.6752830556801169
