,ANN
RGB_phc_oc,0.142
RGB_phh_oc,0.127
RGB_ec_oc,0.091
RGB_caco3_oc,0.153
RGB_p_oc,0.041
RGB_n_oc,0.601
RGB_k_oc,-0.014
RGB_stones_oc,0.021
