,ANN
RGB_phc_oc,0.139
RGB_phh_oc,0.126
RGB_ec_oc,0.04
RGB_caco3_oc,0.154
RGB_p_oc,0.019
RGB_n_oc,0.602
RGB_k_oc,-0.171
RGB_stones_oc,0.019
