,RGB_phc_oc,RGB_phh_oc,RGB_ec_oc,RGB_caco3_oc,RGB_p_oc,RGB_n_oc,RGB_k_oc,RGB_stones_oc
I-0-0,0.7681055039399338,0.7575508847075849,0.7185018825798237,0.7323265738360085,0.742581180895929,0.7407362468466392,0.737331559519754,0.7531629878146536
I-0-1,0.7348924982748195,0.7355440152373209,0.7116577562618618,0.7386329690703118,0.6428882277577495,0.7226613229413201,0.728658061073165,0.7289382836377444
I-0-2,0.7492850590755045,0.7472535382527195,0.726538782414756,0.7420481491978632,0.7487338873118519,0.7247087229933891,0.7008783321283514,0.7345851842782894
I-0-3,0.6626920694753009,0.6781133817640751,0.6835378349382999,0.6884533821401784,0.6935125318066244,0.6972883996350991,0.6810794128918571,0.7013106361092347
I-0-4,0.7126700483768604,0.7160657562862842,0.6700542900064961,0.6654283283077416,0.6565022413178007,0.6679242914379261,0.6753538806194607,0.6972083998115723
I-0-5,0.6687465359423446,0.6682186144448322,0.6570844415367632,0.6952533482456269,0.6812791599087924,0.6483320672236283,0.691536650047661,0.6981120653023996
I-0-6,0.6906926499235919,0.7072027874167386,0.6991800883309043,0.7123546870308939,0.7214202959950733,0.7025627446130202,0.7277684091108929,0.6713936688060458
I-0-7,0.6936481375608943,0.6906959651509115,0.6771981929622635,0.6799764568000162,0.6910856786758397,0.6895298052800394,0.6958019875307064,0.6888487693002748
I-0-8,0.7252560026663718,0.7209308557088073,0.6922438833501572,0.7102431951236508,0.6697067256772277,0.6885067826653768,0.7054417022297581,0.7174626308381988
I-0-9,0.7010655929145777,0.690275758510777,0.6769181865862964,0.652387158444228,0.6733431123462248,0.6623126612802294,0.6737934223014286,0.6228161400563729
