,RGB_phc_oc,RGB_phh_oc,RGB_ec_oc,RGB_caco3_oc,RGB_p_oc,RGB_n_oc,RGB_k_oc,RGB_stones_oc
I-0-0,-0.3068045999484361,-0.3068045999484361,-0.3068045999484361,-0.3068045999484361,-0.3068045999484361,-0.3068045999484361,-0.3068045999484361,-0.3068045999484361
I-0-1,-0.3042818862493528,-0.3042818862493528,-0.3042818862493528,-0.3042818862493528,-0.3042818862493528,-0.3042818862493528,-0.3042818862493528,-0.3042818862493528
I-0-2,-0.329080325659028,-0.329080325659028,-0.329080325659028,-0.329080325659028,-0.329080325659028,-0.329080325659028,-0.329080325659028,-0.329080325659028
I-0-3,-0.31887921476657066,-0.31887921476657066,-0.31887921476657066,-0.31887921476657066,-0.31887921476657066,-0.31887921476657066,-0.31887921476657066,-0.31887921476657066
I-0-4,-0.35145874650846376,-0.35145874650846376,-0.35145874650846376,-0.35145874650846376,-0.35145874650846376,-0.35145874650846376,-0.35145874650846376,-0.35145874650846376
I-0-5,-0.34143304303333055,-0.34143304303333055,-0.34143304303333055,-0.34143304303333055,-0.34143304303333055,-0.34143304303333055,-0.34143304303333055,-0.34143304303333055
I-0-6,-0.32534268268270594,-0.32534268268270594,-0.32534268268270594,-0.32534268268270594,-0.32534268268270594,-0.32534268268270594,-0.32534268268270594,-0.32534268268270594
I-0-7,-0.30879298515660447,-0.30879298515660447,-0.30879298515660447,-0.30879298515660447,-0.30879298515660447,-0.30879298515660447,-0.30879298515660447,-0.30879298515660447
I-0-8,-0.30565767898039886,-0.30565767898039886,-0.30565767898039886,-0.30565767898039886,-0.30565767898039886,-0.30565767898039886,-0.30565767898039886,-0.30565767898039886
I-0-9,-0.30045383175253426,-0.30045383175253426,-0.30045383175253426,-0.30045383175253426,-0.30045383175253426,-0.30045383175253426,-0.30045383175253426,-0.30045383175253426
