,RUN
I-0-0,0.7555894712365087
I-0-1,0.7157231740881735
I-0-2,0.7261191544460242
I-0-3,0.6464452376874054
I-0-4,0.6427768585957496
I-0-5,0.6675574181753572
I-0-6,0.6910538259153635
I-0-7,0.6831540224577335
I-0-8,0.6366098334549846
I-0-9,0.6461591308807807
