,ANN
RGB_phc_oc,0.139
RGB_phh_oc,0.125
RGB_ec_oc,-0.191
RGB_caco3_oc,0.064
RGB_p_oc,-0.358
RGB_n_oc,0.576
RGB_k_oc,-0.927
RGB_stones_oc,0.004
