,ANN
RGB_phc_oc,0.142
RGB_phh_oc,0.127
RGB_ec_oc,0.088
RGB_caco3_oc,0.154
RGB_p_oc,0.045
RGB_n_oc,0.604
RGB_k_oc,-0.011
RGB_stones_oc,0.021
