,RGB_phc_oc,RGB_phh_oc,RGB_ec_oc,RGB_caco3_oc,RGB_p_oc,RGB_n_oc,RGB_k_oc,RGB_stones_oc
I-0-0,0.7395167224102848,0.7395167224102848,0.7395167224102848,0.7395167224102848,0.7395167224102848,0.7395167224102848,0.7395167224102848,0.7395167224102848
I-0-1,0.7290822405793165,0.7290822405793165,0.7290822405793165,0.7290822405793165,0.7290822405793165,0.7290822405793165,0.7290822405793165,0.7290822405793165
I-0-2,0.7439212517208432,0.7439212517208432,0.7439212517208432,0.7439212517208432,0.7439212517208432,0.7439212517208432,0.7439212517208432,0.7439212517208432
I-0-3,0.6904339127391074,0.6904339127391074,0.6904339127391074,0.6904339127391074,0.6904339127391074,0.6904339127391074,0.6904339127391074,0.6904339127391074
I-0-4,0.676217973138016,0.676217973138016,0.676217973138016,0.676217973138016,0.676217973138016,0.676217973138016,0.676217973138016,0.676217973138016
I-0-5,0.6866848205861128,0.6866848205861128,0.6866848205861128,0.6866848205861128,0.6866848205861128,0.6866848205861128,0.6866848205861128,0.6866848205861128
I-0-6,0.7151084758796391,0.7151084758796391,0.7151084758796391,0.7151084758796391,0.7151084758796391,0.7151084758796391,0.7151084758796391,0.7151084758796391
I-0-7,0.6826807397880047,0.6826807397880047,0.6826807397880047,0.6826807397880047,0.6826807397880047,0.6826807397880047,0.6826807397880047,0.6826807397880047
I-0-8,0.6883093933011197,0.6883093933011197,0.6883093933011197,0.6883093933011197,0.6883093933011197,0.6883093933011197,0.6883093933011197,0.6883093933011197
I-0-9,0.6608790737442648,0.6608790737442648,0.6608790737442648,0.6608790737442648,0.6608790737442648,0.6608790737442648,0.6608790737442648,0.6608790737442648
