,RUN
I-0-0,0.6824975555435162
I-0-1,0.6461711189519753
I-0-2,0.6255794299285721
I-0-3,0.5608367138063022
I-0-4,0.5787541712139903
I-0-5,0.5579477654929641
I-0-6,0.6783999929335002
I-0-7,0.6290482453408801
I-0-8,0.63305604793421
I-0-9,0.6126918763126588
