,ANN
RGB_phc_oc,0.717
RGB_phh_oc,0.716
RGB_ec_oc,0.7
RGB_caco3_oc,0.688
RGB_p_oc,0.699
RGB_n_oc,0.697
RGB_k_oc,0.685
RGB_stones_oc,0.705
