,RUN
I-0-0,0.7565389624301097
I-0-1,0.7017598442342063
I-0-2,0.7210184566329748
I-0-3,0.6805547503584342
I-0-4,0.6699356392757361
I-0-5,0.6757480838592267
I-0-6,0.7064974168523713
I-0-7,0.6873416705469502
I-0-8,0.6673424304941435
I-0-9,0.6431358195529864
